cuadro,s1,s2,s3,s4
128,582.586,516.017,543.978,453.502
129,582.178,517.238,548.852,454.398
130,582.521,519.162,553.485,457.24
131,582.434,520.98,558.733,458.812
132,582.706,523.203,563.913,461.66
133,559.591,530.171,597.654,486.688
134,561.908,534.838,600.142,490.193
135,563.247,540.329,602.774,495.66
136,565.192,546.336,605.234,501.453
137,567.706,552.424,608.168,507.031
138,570.872,558.549,611.466,513.656
139,574.213,565.722,614.487,521.059
140,578.093,572.861,618.153,527.908
141,588.663,586.912,626.521,539.046
142,594.625,594.176,630.238,544.324
143,601.792,600.86,635.207,549.517
144,618.132,613.615,646.078,559.222
145,637.66,624.139,655.636,570.305
146,646.952,630.04,660.628,577.573
147,665.868,635.158,674.026,580.57
148,692.638,622.063,713.216,563.088
149,714.728,621.14,734.064,563.88
150,724.033,615.984,744.008,560.709
151,741.242,604.82,768.237,552.092
152,749.884,586.55,806.012,550.631
153,756.346,575.376,827.753,551.632
154,759.749,563.406,845.634,554.065
155,761.624,551.339,860.235,556.858
156,761.942,545.386,865.74,558.456
157,764.807,541.433,872.833,559.413
158,767.959,532.572,880.674,563.217
159,769.823,520.548,878.361,569.445
160,770.72,517.572,874.874,571.088
161,771.769,515.033,870.941,572.954
162,772.171,511.17,859.851,575.048
163,771.638,509.125,847.152,576.911
164,765.805,509.644,821.068,575.717
165,761.489,511.858,809.452,575.15
166,756.775,515.239,798.904,575.778
167,752.82,519.755,788.476,579.524
168,747.996,524.951,780.507,582.875
169,744.084,531.393,773.702,589.272
170,739.82,538.629,768.068,596.657
171,735.596,547.242,759.514,606.617
172,733.027,551.998,752.555,612.268
173,655.229,646.886,738.295,597.661
174,644.074,658.735,722.882,603.057
175,634.258,672.358,705.818,613.296
176,626.641,683.444,687.383,612.054
177,611.762,697.656,658.576,612.711
178,607.329,695.961,643.444,596.555
179,604.171,687.575,627.854,586.087
180,603.219,681.477,621.559,580.519
181,599.246,648.593,604.409,558.954
182,598.797,641.212,601.123,554.73
183,598.939,634.633,597.906,551.16
184,599.608,628.441,594.923,547.809
185,599.848,622.065,592.304,544.553
186,600.311,615.929,590.21,541.309
187,599.817,609.299,588.665,537.763
188,578.059,577.239,614.609,520.017
189,575.772,570.14,615.838,517.246
190,573.361,559.229,618.22,512.832
191,573.132,552.678,619.85,510.071
192,572.983,548.689,620.83,508.61
193,573.258,547.794,620.892,508.624
194,573.925,549.666,621.291,510.003
195,576.703,560.095,621.68,515.43
196,578.108,564.654,621.404,517.644
197,581.342,570.629,621.404,519.967
198,584.625,578.123,619.466,523.529
199,618.682,612.677,591.678,546.95
200,622.607,620.371,593.674,551.545
201,623.13,625.554,596.063,554.856
202,623.373,630.658,599.026,557.968
203,622.854,635.577,602.617,560.804
204,623.585,641.627,606.409,564.373
205,628.943,657.659,614.31,574.088
206,634.946,673.914,624.434,583.784
207,642.066,690.365,637.956,593.15
208,648.57,703.717,652.821,603.441
209,650.225,720.019,666.835,619.741
210,650.402,719.948,679.75,614.101
211,651.157,714.397,709.301,616.762
212,722.191,649.677,728.35,578.783
213,736.533,636.893,730.569,569.098
214,752.717,623.878,735.22,556.971
215,756.92,620.232,737.725,552.753
216,765.938,613.142,746.972,543.609
217,768.923,610.879,749.722,540.762
218,773.19,607.304,751.319,537.254
219,778.296,603.918,752.906,534.33
220,773.273,618.178,774.51,540.6
221,790.447,599.575,759.647,527.825
222,799.514,598.269,763.775,524.702
223,818.708,600.687,770.853,522.003
224,824.053,597.838,768.383,520.917
225,829.127,601.123,771.346,521.933
226,843.642,601.37,769.623,524.115
227,848.11,602.541,769.672,525.923
228,855.851,603.867,768.149,530.444
229,861.912,605.585,766.483,536.552
230,862.982,605.47,764.446,539.708
231,863.093,605.642,761.493,547.753
232,853.742,605.425,755.361,561.734
233,850.106,605.449,753.535,567.561
234,836.568,606.392,745.956,585.207
235,822.743,608.0,738.751,596.21
236,796.862,614.965,720.408,610.25
237,787.856,618.381,714.661,615.865
238,781.642,620.813,711.682,618.014
239,764.15,628.606,688.665,613.893
240,749.452,639.597,667.018,614.451
241,737.824,654.939,655.383,606.844
242,646.291,644.572,645.288,575.619
243,631.402,639.268,643.048,569.683
244,634.234,677.933,625.075,585.327
245,602.976,677.85,620.801,578.13
246,587.464,673.016,620.189,574.306
247,559.414,663.7,618.497,571.142
248,538.003,644.851,617.291,570.098
249,530.706,633.679,616.792,569.829
250,526.408,609.247,617.046,568.184
251,519.37,584.189,612.626,570.415
252,521.354,571.936,610.988,570.466
253,529.73,548.804,607.637,569.853
254,544.468,530.744,604.239,569.046
255,554.116,523.447,603.043,568.402
256,564.631,518.666,602.77,567.398
257,610.248,525.76,587.247,580.747
258,616.478,531.128,586.784,583.049
259,632.169,540.718,589.144,588.087
260,636.257,544.539,592.943,591.315
261,642.074,546.743,598.118,594.426
262,641.602,548.603,609.87,601.937
263,640.417,550.716,617.367,607.884
264,639.934,558.258,626.268,621.277
265,642.553,567.437,632.197,635.11
266,651.263,584.911,644.828,661.014
267,654.212,596.437,651.229,684.362
268,669.853,619.901,644.788,715.931
269,702.435,615.014,634.829,681.351
270,708.26,612.845,635.399,669.133
271,713.878,608.39,637.047,656.424
272,718.942,604.888,639.876,643.372
273,728.736,600.113,648.422,620.992
274,746.128,616.267,715.401,567.827
275,757.491,606.353,724.942,556.166
276,766.654,601.667,730.622,553.634
277,773.562,596.799,733.755,547.178
278,776.123,589.607,737.166,536.513
279,780.411,582.806,748.133,528.195
280,783.493,579.137,763.763,524.491
281,765.751,566.087,805.047,517.52
282,763.808,568.204,816.84,527.172
283,760.503,570.46,826.42,539.776
284,759.342,571.812,830.795,546.188
285,755.801,574.557,836.882,562.665
286,753.521,575.742,837.919,572.522
287,748.625,578.147,837.354,593.585
288,745.866,582.192,836.119,616.669
289,741.987,585.072,827.789,639.415
290,738.445,588.135,811.987,661.743
291,734.405,590.533,789.594,679.645
292,729.638,592.649,762.88,692.287
293,719.67,596.835,724.121,689.518
294,710.56,593.386,707.854,660.951
295,703.215,615.848,644.618,706.442
296,683.788,612.636,621.153,679.052
297,661.58,619.159,589.715,663.14
298,653.027,610.615,575.638,652.708
299,644.635,601.823,562.906,643.885
300,640.045,598.925,557.282,640.011
301,627.566,588.906,540.4,630.916
302,624.752,584.855,535.837,628.539
303,616.821,573.938,524.818,622.992
304,614.996,570.504,522.076,621.718
305,612.647,563.694,518.86,619.599
306,611.463,561.018,517.298,619.057
307,609.809,559.121,515.472,619.008
308,608.508,554.8,515.15,618.997
309,606.614,551.523,516.129,621.714
310,606.188,550.708,519.192,624.611
311,606.223,550.713,520.951,626.526
312,606.254,551.149,522.916,628.878
313,606.99,551.454,525.852,630.735
314,607.384,552.336,528.567,633.565
315,607.468,554.011,530.965,637.153
316,608.057,555.798,534.255,640.426
317,609.124,557.434,537.826,643.946
318,611.172,558.713,541.903,647.211
319,611.865,561.659,545.618,651.734
320,615.69,566.662,554.87,659.615
321,617.16,570.487,559.41,664.713
322,622.878,577.095,570.542,673.242
323,629.086,585.22,582.56,682.208
324,638.785,590.404,596.81,689.104
325,648.231,597.446,611.905,696.752
326,657.932,607.196,628.149,703.923
327,666.797,619.792,643.047,714.675
328,683.976,613.261,654.743,724.995
329,700.948,591.578,700.725,652.669
330,702.211,591.509,707.993,649.432
331,716.106,607.316,721.83,703.127
332,721.611,602.963,727.479,704.825
333,731.248,593.709,749.675,694.832
334,743.852,580.321,787.512,679.103
335,746.433,572.732,804.083,667.976
336,747.729,569.99,811.68,662.651
337,752.886,562.521,836.575,640.367
338,754.078,561.61,841.83,635.094
339,755.276,559.547,849.049,624.206
340,756.41,558.765,854.752,614.506
341,756.742,558.408,856.542,605.503
342,756.165,558.448,856.778,597.673
343,755.861,559.893,855.667,592.067
344,755.753,562.867,854.173,588.02
345,755.586,566.953,851.969,585.544
346,753.875,570.946,847.337,585.557
347,752.669,573.09,844.695,586.38
348,750.02,578.188,839.323,589.47
349,746.784,584.37,834.189,594.316
350,742.58,590.939,828.927,601.464
351,739.654,593.965,824.452,606.259
352,736.416,597.07,819.208,611.707
353,731.427,597.886,811.872,617.66
354,719.097,609.119,799.166,635.262
355,710.971,617.517,787.479,650.642
356,707.412,617.208,780.097,658.927
357,702.373,616.353,772.896,667.498
358,693.744,615.423,762.496,675.914
359,675.796,613.216,732.666,704.557
360,667.815,618.037,718.215,733.125
361,667.392,588.467,662.628,645.382
362,663.086,611.575,657.367,700.819
363,660.472,611.881,649.659,712.668
364,658.555,607.345,637.3,706.351
365,656.076,606.848,623.188,701.908
366,654.145,604.83,610.195,694.88
367,652.027,603.463,597.509,688.04
368,649.48,602.492,586.519,680.098
369,646.945,601.98,576.949,671.093
370,644.89,600.006,569.567,661.473
371,639.702,597.881,557.29,641.813
372,634.53,595.07,549.116,623.07
373,629.488,592.19,543.423,605.714
374,627.426,590.633,541.759,597.902
375,623.578,587.707,541.675,583.868
376,619.728,585.476,542.513,572.201
377,618.173,584.529,543.006,566.951
378,615.142,583.079,544.231,557.942
379,614.052,581.871,547.157,552.566
380,613.665,581.632,550.451,549.484
381,613.88,581.827,552.091,548.473
382,614.037,581.932,553.384,547.374
383,616.471,584.319,557.903,548.301
384,620.68,588.403,562.262,553.1
385,633.477,597.887,568.283,568.934
386,643.034,604.442,571.588,585.421
387,646.513,606.253,572.813,592.437
388,658.712,618.189,584.621,624.63
389,680.931,615.798,612.162,664.145
390,689.041,612.761,628.173,684.221
391,700.685,615.062,644.613,709.578
392,702.933,615.565,653.43,724.581
393,703.972,617.29,660.527,741.284
394,704.92,615.459,720.131,711.762
395,708.277,614.607,742.086,703.632
396,714.354,613.289,778.846,680.882
397,718.086,609.486,794.336,659.698
398,722.978,606.738,803.899,637.749
399,728.119,602.875,806.858,618.674
400,734.963,601.071,813.027,597.924
401,736.779,599.376,812.762,588.775
402,740.645,596.439,810.049,572.801
403,742.067,594.737,807.971,566.622
404,745.057,592.156,802.971,556.485
405,747.003,589.798,797.194,549.627
406,747.818,588.912,794.577,546.328
407,754.511,597.956,770.232,541.964
408,756.137,600.044,762.572,542.236
409,753.31,604.462,753.379,545.166
410,750.626,607.283,749.475,547.187
411,748.523,608.807,748.298,548.497
412,746.464,610.677,746.682,550.006
413,741.384,612.242,743.759,551.897
414,734.68,614.439,740.228,555.16
415,730.484,615.045,739.083,556.265
416,722.309,618.306,736.523,560.03
417,711.106,621.641,734.453,564.557
418,705.963,620.933,734.566,568.579
419,686.201,613.502,737.362,576.849
420,672.105,613.878,738.964,586.274
421,665.463,614.118,739.396,598.185
422,658.602,609.713,739.522,612.633
423,656.396,606.762,740.077,619.675
424,651.754,604.49,735.734,639.404
425,649.01,604.699,732.236,650.295
426,646.852,604.768,727.463,661.425
427,648.783,576.764,645.925,646.864
428,648.775,575.327,638.405,645.796
429,646.307,580.493,639.861,659.048
430,641.119,594.876,638.822,697.247
431,643.455,595.412,617.712,696.833
432,644.92,595.962,607.843,694.595
433,649.675,602.507,579.016,669.675
434,650.476,608.628,570.806,631.928
435,650.875,609.426,574.673,613.952
436,652.413,610.336,584.202,585.951
437,653.501,610.543,589.841,577.954
438,654.42,611.612,596.698,571.642
439,657.977,624.763,637.41,568.499
440,660.206,632.406,663.34,582.323
441,663.545,632.046,663.531,577.251
442,666.442,635.084,666.485,583.814
443,668.975,635.938,673.337,583.566
444,675.346,634.711,681.848,582.059
445,682.463,627.097,701.248,566.994
446,688.518,621.745,716.584,564.831
447,693.827,614.51,735.934,570.269
448,705.934,613.859,760.909,582.47
449,709.235,614.137,767.35,587.895
450,712.082,617.94,781.397,612.557
451,712.816,617.61,789.169,627.023
452,715.273,614.35,792.922,653.44
453,717.227,609.809,788.49,670.286
454,718.317,606.882,784.168,677.327
455,720.289,605.38,779.774,684.237
456,721.932,601.855,773.633,689.369
457,725.983,596.094,760.106,695.013
458,727.955,594.742,753.6,694.324
459,732.251,597.412,735.203,700.703
460,729.781,585.941,731.904,672.297
461,725.692,574.858,736.32,643.635
462,725.097,574.613,730.517,644.944
463,729.703,603.676,657.24,686.812
464,725.788,603.632,648.143,670.361
465,721.91,603.684,642.394,656.636
466,717.169,605.892,637.888,646.173
467,714.611,607.365,635.83,641.717
468,708.576,610.608,631.978,635.963
469,705.822,611.473,630.15,633.961
470,702.392,612.244,626.453,631.987
471,696.83,610.64,621.958,632.107
472,683.658,615.549,611.802,633.561
473,679.906,616.628,607.87,635.086
474,665.206,620.128,593.635,641.942
475,660.266,619.68,585.625,652.775
476,655.684,610.999,582.998,665.028
477,649.768,603.647,583.855,677.259
478,645.738,598.917,587.157,684.247
479,642.006,594.703,593.342,688.57
480,640.037,593.233,596.824,690.547
481,636.259,591.291,605.098,692.426
482,632.718,591.07,614.557,693.231
483,631.654,589.071,624.23,690.427
484,630.881,590.174,629.384,690.62
485,630.941,590.114,637.734,686.042
486,631.706,589.002,639.535,680.643
487,633.429,586.438,639.13,672.972
488,637.738,580.044,635.97,661.609
489,641.547,575.644,634.621,653.663
490,643.755,574.453,634.846,649.111
491,645.78,573.959,635.461,646.011
492,647.822,573.23,636.857,643.712
493,649.154,574.575,640.214,644.28
494,650.088,576.828,645.52,647.642
495,651.035,580.099,652.055,652.876
496,653.469,609.109,720.42,708.411
497,661.86,613.524,724.585,712.459
498,669.954,616.828,726.433,716.336
499,683.514,612.122,727.199,717.995
500,687.199,612.006,727.354,717.764
501,702.343,617.421,726.878,717.712
502,705.965,617.424,726.081,717.504
503,710.6,614.978,725.486,716.992
504,721.127,603.934,726.128,704.264
505,727.566,597.168,728.349,697.624
506,733.673,596.024,730.442,693.933
507,735.363,593.773,731.726,691.091
508,738.796,590.563,734.166,685.757
509,739.941,586.482,736.361,682.514
510,741.927,585.705,737.972,681.545
511,742.762,584.693,739.586,681.544
512,742.971,584.54,741.262,682.58
513,742.544,585.405,742.967,684.572
514,741.051,586.641,745.133,686.899
515,740.507,587.871,746.2,687.915
516,737.167,588.79,748.42,689.808
517,735.904,590.364,749.211,691.023
518,731.15,591.967,751.16,693.4
519,729.334,593.514,752.238,695.517
520,722.99,596.634,753.489,697.396
521,720.394,600.566,753.61,698.707
522,714.412,607.423,753.387,698.844
523,705.146,616.123,751.585,700.618
524,694.067,616.071,746.531,698.753
525,670.192,616.459,735.58,698.974
526,668.323,617.362,733.074,700.587
527,663.988,614.661,728.091,705.036
528,659.74,612.089,723.88,711.25
529,655.28,611.413,715.63,714.976
530,656.923,582.572,650.713,650.756
531,655.818,581.054,646.354,649.032
532,651.03,588.066,646.402,668.837
533,648.074,593.065,647.522,682.685
534,645.188,598.958,643.962,700.339
535,644.988,598.131,638.244,700.95
536,644.708,598.392,631.982,701.404
537,645.019,597.681,625.855,701.072
538,645.52,596.986,620.266,699.249
539,646.151,596.428,614.99,697.378
540,646.813,596.601,609.86,696.026
541,647.715,596.433,605.431,693.535
542,647.922,598.117,600.619,691.943
543,648.864,598.62,596.89,688.96
544,649.437,599.993,593.083,686.6
545,650.314,600.83,590.614,683.14
546,651.089,602.097,588.083,680.139
547,651.772,603.428,585.287,677.548
548,652.458,604.907,583.893,674.375
549,654.691,608.441,581.633,666.094
550,655.315,610.398,581.523,663.758
551,656.579,611.45,582.053,661.609
552,658.268,615.292,583.695,658.491
553,659.052,616.949,584.372,657.687
554,660.346,620.178,586.599,657.136
555,662.764,622.344,592.839,659.56
556,668.352,619.562,599.521,663.181
557,672.991,617.856,604.384,665.333
558,675.724,617.925,608.3,668.074
559,679.413,615.497,612.95,670.798
560,682.145,613.954,616.956,674.123
561,683.799,613.988,620.437,678.082
562,685.947,613.063,624.323,682.368
563,695.096,614.49,640.66,704.88
564,702.48,615.617,658.773,735.65
565,702.335,587.308,703.228,644.214
566,702.928,606.014,711.521,689.31
567,704.605,616.319,724.406,717.745
568,705.217,616.239,734.95,709.127
569,705.691,616.764,756.948,697.089
570,706.539,617.006,770.925,682.455
571,707.315,616.25,777.258,673.035
572,708.218,617.027,781.589,664.76
573,709.102,617.497,784.896,657.992
574,710.34,617.331,787.359,652.814
575,711.023,616.976,788.082,650.954
576,711.871,617.367,789.64,648.53
577,712.353,617.472,789.711,648.038
578,712.363,617.685,789.873,648.472
579,712.148,617.519,789.434,650.733
580,711.508,617.838,788.201,654.744
581,710.659,617.236,786.446,657.212
582,710.392,617.706,785.194,660.134
583,709.512,617.624,783.964,663.56
584,708.585,617.952,780.225,671.132
585,707.543,617.941,775.123,679.89
586,707.072,617.486,771.326,684.129
587,706.692,617.566,767.529,689.047
588,705.842,616.904,757.982,697.849
589,705.154,616.04,751.709,700.345
590,704.769,615.068,744.355,703.08
591,705.256,617.797,730.276,713.581
592,704.871,617.32,722.333,717.884
593,702.857,587.875,705.182,644.36
594,702.217,615.436,659.308,737.386
595,698.762,615.733,652.46,724.225
596,693.294,614.837,644.514,711.518
597,690.934,614.217,640.797,706.231
598,686.994,612.366,634.1,697.318
599,683.367,614.528,627.487,691.152
600,680.85,615.438,624.109,688.809
601,675.883,616.235,618.329,685.208
602,668.643,619.034,611.305,683.895
603,664.35,622.604,604.664,684.037
604,662.803,621.444,601.767,683.613
605,661.925,620.043,600.256,684.057
606,660.119,617.004,598.761,685.274
607,658.776,612.278,599.419,686.38
608,656.729,609.28,600.426,688.763
609,653.789,606.124,603.565,693.266
610,652.499,604.085,607.425,695.91
611,651.252,600.862,615.258,699.139
612,650.772,599.861,621.753,700.69
613,650.699,599.75,628.431,702.311
614,650.647,600.282,632.012,702.977
615,651.814,601.506,643.435,704.462
616,652.501,602.746,647.117,705.262
617,653.378,602.99,649.313,702.72
618,659.23,600.412,654.065,684.088
