cuadro,s1,s2,s3,s4
170,475.24,544.762,359.728,583.526
171,471.039,538.266,351.001,575.754
172,468.343,531.179,346.089,568.657
173,467.312,524.128,344.739,561.912
174,465.636,517.814,342.073,554.44
175,464.164,511.835,339.696,547.006
176,462.425,506.276,338.842,540.997
177,463.059,500.874,340.544,534.368
178,462.556,496.068,339.81,528.822
179,460.991,491.487,339.631,524.1
180,462.24,487.333,341.995,518.627
181,460.375,483.546,340.038,516.188
182,461.589,480.197,342.511,512.28
183,463.026,477.313,345.468,508.154
184,462.7,474.718,346.196,505.881
185,464.042,472.663,348.288,502.512
186,464.137,470.732,350.716,501.207
187,461.606,468.908,349.098,502.529
188,431.202,484.941,224.523,453.301
189,430.948,485.196,224.421,453.21
190,432.164,485.045,224.383,453.058
191,462.725,466.699,357.264,501.623
192,434.283,485.847,224.31,452.782
193,435.145,486.858,224.244,452.744
194,436.055,488.226,224.156,452.876
195,436.871,490.03,224.09,452.789
196,437.774,492.544,224.045,452.748
197,438.873,495.25,224.054,452.84
198,439.514,498.205,224.14,453.212
199,439.979,501.606,224.164,453.251
200,440.687,505.372,224.161,452.741
201,441.528,509.661,224.179,452.819
202,441.923,514.023,224.256,452.982
203,443.015,518.255,224.278,452.863
204,443.643,522.217,224.374,452.895
205,445.08,528.103,224.434,452.944
206,446.747,535.111,224.506,452.772
207,448.768,542.274,224.602,452.744
208,451.247,549.763,224.624,452.728
209,454.214,557.936,224.686,452.51
210,457.57,566.534,224.807,452.505
211,461.437,575.349,224.887,452.273
212,465.443,584.522,224.952,451.785
213,469.585,594.104,225.032,452.435
214,474.485,603.159,225.087,451.411
215,479.987,612.758,225.203,451.063
216,486.295,622.06,225.304,450.708
217,493.084,629.923,225.312,450.317
218,500.425,637.386,225.394,449.731
219,508.111,644.744,225.508,449.485
220,515.546,652.453,225.507,448.477
221,521.625,660.357,225.531,447.977
222,532.108,656.535,225.522,446.263
223,547.532,650.152,225.524,445.785
224,562.4,632.392,225.565,447.163
225,576.201,617.916,225.745,450.159
226,588.673,606.71,225.731,448.945
227,599.421,601.006,225.751,449.645
228,606.336,599.64,225.85,453.009
229,611.891,598.095,225.907,455.04
230,616.594,596.017,225.942,458.426
231,622.328,592.677,225.786,456.065
232,628.995,586.07,225.803,459.553
233,635.95,579.259,225.791,459.992
234,642.564,572.088,225.8,462.895
235,648.875,565.906,225.772,464.072
236,654.46,559.608,225.623,462.946
237,658.769,550.996,225.579,465.797
238,661.892,540.821,225.364,466.297
239,664.722,532.201,225.265,468.683
240,669.065,527.843,225.051,468.659
241,673.708,524.301,225.001,472.024
242,681.666,523.818,224.847,472.234
243,688.2,521.386,224.732,472.732
244,691.058,516.105,224.477,473.699
245,693.298,510.946,224.461,476.3
246,695.186,506.055,224.519,479.935
247,695.589,501.578,224.418,482.706
248,696.565,497.384,224.142,482.823
249,696.009,493.776,224.049,485.196
250,695.602,490.637,223.827,486.115
251,693.16,488.266,223.726,488.539
252,690.792,486.483,223.515,490.588
253,687.595,485.474,223.432,492.576
254,683.8,485.349,223.167,493.509
255,679.398,486.109,223.019,494.98
256,674.931,487.678,222.804,495.969
257,669.604,490.726,222.642,498.133
258,664.757,494.471,222.331,498.415
259,659.963,498.76,222.136,499.675
260,654.933,507.381,221.837,500.242
261,649.116,518.638,221.5,500.609
262,645.066,523.859,221.244,500.704
263,642.11,530.573,220.994,501.686
264,637.482,533.995,220.698,502.057
265,632.904,536.998,220.476,502.234
266,631.538,544.043,220.279,503.19
267,626.158,550.348,220.024,502.806
268,621.435,557.223,219.773,502.997
269,616.454,564.265,219.569,503.901
270,614.817,572.619,219.327,503.335
271,612.135,580.279,219.09,503.456
272,605.667,587.628,218.908,503.137
273,597.874,594.335,218.68,503.52
274,591.39,602.224,218.426,502.849
275,583.832,609.643,218.188,502.997
276,576.651,616.628,217.937,503.077
277,570.37,622.926,217.728,502.274
278,565.521,628.754,217.515,502.466
279,553.125,609.128,217.409,502.627
280,540.688,608.469,217.308,502.576
281,529.424,614.618,217.151,502.4
282,523.636,612.804,217.108,502.516
283,517.606,611.004,217.052,502.675
284,511.033,606.878,216.962,502.438
285,505.326,601.173,216.869,502.629
286,498.638,594.59,216.857,502.877
287,491.871,588.018,216.807,502.71
288,488.08,582.065,216.728,502.168
289,484.121,575.376,216.715,502.26
290,481.667,567.838,216.688,502.141
291,479.068,560.8,216.628,501.67
292,476.263,553.93,216.603,501.437
293,472.195,547.587,216.599,501.237
294,467.332,541.846,216.554,500.979
295,463.985,535.869,216.554,500.807
296,463.739,528.501,216.539,500.781
297,462.914,521.758,216.527,500.277
298,460.466,516.257,216.508,499.99
299,457.392,511.456,216.511,499.846
300,454.21,507.558,216.488,499.464
301,451.454,503.547,216.469,498.947
302,448.654,499.943,216.494,498.654
303,445.961,497.011,216.543,498.379
304,443.219,494.347,216.505,497.725
305,440.95,493.7,216.54,497.044
306,438.579,492.673,216.581,496.896
307,436.195,492.189,216.568,496.231
308,433.805,491.973,216.573,495.834
309,431.276,492.109,216.614,495.035
310,429.055,493.302,216.644,494.549
311,426.785,495.284,216.681,494.058
312,424.482,497.667,216.683,493.229
313,422.639,500.8,216.731,492.964
314,421.248,504.639,216.679,491.51
315,420.573,509.315,217.644,490.602
316,422.578,515.425,221.153,489.56
317,426.374,522.117,224.187,489.366
318,428.661,527.834,225.953,489.547
319,429.845,533.406,226.332,490.719
320,430.306,539.009,225.445,491.236
321,430.099,545.071,223.778,491.069
322,427.306,552.095,220.789,489.713
323,425.623,559.939,217.122,485.817
324,429.295,567.41,217.062,484.762
325,431.828,576.092,217.153,484.352
326,436.326,584.224,217.18,483.952
327,442.511,592.035,217.227,482.956
328,448.294,600.651,217.266,482.099
329,455.396,608.184,217.328,481.608
330,464.226,614.662,217.366,480.773
331,473.687,620.733,217.423,479.688
332,483.395,627.248,217.5,479.479
333,493.6,633.341,217.457,477.692
334,504.464,639.127,217.484,476.369
335,515.942,643.07,217.571,476.083
336,523.629,629.735,217.652,475.168
337,530.477,613.463,217.741,474.706
338,549.642,634.895,217.837,473.954
339,568.979,652.836,217.92,473.171
340,584.856,659.773,218.039,472.851
341,593.659,651.491,218.154,472.029
342,601.921,642.225,218.266,471.41
343,610.603,634.354,218.341,470.371
344,619.406,627.175,218.397,469.668
345,627.44,620.078,218.499,468.63
346,635.301,613.743,218.592,467.632
347,641.754,606.483,218.691,466.922
348,648.147,599.923,218.795,465.468
349,653.388,592.735,218.954,465.804
350,655.903,583.775,219.062,464.333
351,658.932,575.54,219.217,464.044
352,662.598,568.453,219.354,463.746
353,664.346,561.018,219.536,463.298
354,666.603,554.221,219.714,462.842
355,674.427,550.846,219.861,462.645
356,681.285,547.454,220.064,462.64
357,686.346,543.583,220.226,461.718
358,690.713,539.702,220.4,461.998
359,692.517,534.959,220.617,461.682
360,693.033,530.257,220.819,461.477
361,694.196,526.114,220.977,460.791
362,695.31,522.422,221.17,460.606
363,695.775,519.091,221.329,460.178
364,696.291,516.219,221.528,459.9
365,696.992,513.801,221.616,459.719
366,696.821,511.827,221.834,459.512
367,696.847,510.382,221.991,459.645
368,697.225,509.322,222.136,458.211
369,697.328,508.71,222.242,457.574
370,697.113,508.618,222.377,457.296
371,696.723,508.993,222.523,457.029
372,696.201,509.886,222.549,455.062
373,695.333,511.243,222.53,452.693
374,694.706,512.935,222.512,449.908
375,693.647,515.169,222.629,449.229
376,692.157,517.892,222.669,447.215
377,690.765,521.099,222.717,445.131
378,688.985,524.616,222.715,442.787
379,686.838,528.618,222.845,442.241
380,684.306,533.106,223.053,441.007
381,681.654,537.895,223.104,438.174
382,678.213,543.031,223.201,437.343
383,673.873,548.723,223.35,436.795
384,669.446,554.815,223.513,437.969
385,664.777,560.756,223.658,438.621
386,659.559,566.88,223.748,438.906
387,653.432,573.352,223.887,438.399
388,644.345,578.936,224.174,439.647
389,631.67,584.617,224.269,439.85
390,615.699,591.459,224.395,439.983
391,613.309,599.468,224.703,441.24
392,615.634,608.43,224.798,441.774
393,610.846,617.411,224.931,440.734
394,605.783,626.369,225.206,443.311
395,601.686,637.173,225.238,442.258
396,593.41,645.582,225.471,442.638
397,578.656,646.312,225.607,442.478
398,566.472,649.705,225.692,443.412
399,545.112,632.057,225.806,444.481
400,529.681,616.011,226.139,445.056
401,523.125,645.82,226.397,444.469
402,502.13,698.92,510.553,584.771
403,483.242,692.082,508.424,583.566
404,465.975,683.113,507.161,581.763
405,449.88,672.962,506.532,580.547
406,430.274,656.379,508.415,582.895
407,421.428,644.779,504.83,579.442
408,414.455,633.107,501.44,575.953
409,410.742,621.407,498.917,570.751
410,403.239,606.094,494.562,568.786
411,398.846,592.431,491.271,565.378
412,403.043,583.203,492.283,557.025
413,401.007,572.481,490.74,552.535
414,398.531,561.566,487.56,550.228
415,399.35,552.918,487.386,545.377
416,398.811,544.404,485.282,542.518
417,400.784,538.09,486.142,537.77
418,401.119,530.976,484.849,535.047
419,402.608,525.675,484.864,531.821
420,403.671,520.107,484.48,529.141
421,405.657,516.178,485.395,526.173
422,407.185,512.249,485.58,523.941
423,408.443,508.494,485.186,522.273
424,410.2,505.785,485.692,520.493
425,412.309,503.999,486.841,518.823
426,414.147,502.225,487.35,517.731
427,415.922,501.008,487.831,516.853
428,417.745,499.715,488.405,516.186
429,419.503,499.798,488.649,515.916
430,421.706,501.481,490.296,515.393
431,423.811,502.549,491.112,515.456
432,425.936,504.585,492.058,515.674
433,428.602,507.39,493.907,515.764
434,425.002,531.482,473.587,494.067
435,425.274,535.67,474.157,496.298
436,427.373,538.783,476.316,499.082
437,428.936,542.752,478.381,502.39
438,430.468,547.632,479.129,505.384
439,432.712,552.504,480.975,508.825
440,435.385,557.769,483.148,512.51
441,438.404,563.495,485.316,516.22
442,442.101,568.446,488.424,519.448
443,446.254,574.156,491.427,523.398
444,450.997,580.222,494.502,527.011
445,456.047,586.411,497.599,531.203
446,461.228,593.329,500.315,536.381
447,467.779,599.226,503.927,540.606
448,473.068,605.701,507.595,545.908
449,481.997,611.103,512.457,550.048
450,489.992,616.824,516.742,555.544
451,499.044,621.373,522.076,560.275
452,507.665,626.368,525.982,565.973
453,517.189,628.988,529.602,570.668
454,526.171,632.538,533.024,572.928
455,531.726,632.009,546.762,569.244
456,546.77,628.444,562.204,564.787
457,564.848,624.26,572.573,562.573
458,574.065,626.329,580.957,561.602
459,581.175,624.07,584.252,562.806
460,592.729,623.952,582.591,566.605
461,602.137,618.742,581.327,563.984
462,611.61,613.421,585.601,558.505
463,617.939,609.877,588.122,553.238
464,623.826,606.449,589.171,549.971
465,639.278,587.733,584.919,548.531
466,652.527,576.394,590.915,547.787
467,665.225,567.449,595.799,547.882
468,675.979,560.658,598.856,547.043
469,685.616,555.241,601.676,545.172
470,693.937,551.112,603.561,542.652
471,702.393,547.627,605.604,540.476
472,709.676,545.747,607.146,537.727
473,716.594,544.533,609.085,535.033
474,722.303,544.258,610.003,532.375
475,728.889,544.338,613.258,531.142
476,733.816,545.51,615.776,529.324
477,739.849,547.095,619.895,528.579
478,741.795,549.927,619.531,526.408
479,744.171,553.165,622.319,524.795
480,744.56,556.963,622.37,523.24
481,744.298,561.114,622.919,522.082
482,740.858,564.243,622.789,520.904
483,731.713,563.99,619.401,519.151
484,724.786,565.056,616.546,518.075
485,720.287,568.018,615.053,517.547
486,715.691,570.585,614.708,517.669
487,713.06,575.825,614.63,518.43
488,709.059,580.1,614.091,519.244
489,703.79,584.101,612.894,520.146
490,698.993,590.439,612.946,521.792
491,694.818,600.199,614.302,524.808
492,688.585,606.54,613.856,526.823
493,682.458,612.788,612.129,528.924
494,676.046,618.324,610.224,531.533
495,669.8,624.933,610.399,535.919
496,663.1,631.68,610.388,540.737
497,655.671,637.795,608.584,544.677
498,647.739,646.035,608.627,550.297
499,639.65,651.766,606.172,554.341
500,630.61,661.673,605.741,561.46
501,621.916,668.923,602.504,566.544
502,612.921,676.218,598.983,572.11
503,605.003,680.903,594.249,577.25
