cuadro,s1,s2,s3,s4
101,604.811,541.79,682.083,552.507
102,606.566,535.607,696.549,541.715
103,612.029,531.202,711.38,532.685
104,618.418,527.375,724.456,525.813
105,623.789,522.486,736.165,520.296
106,628.6,516.746,746.619,516.075
107,632.133,510.413,754.329,513.71
108,632.998,503.452,757.043,512.772
109,633.404,496.898,755.641,512.123
110,632.99,490.855,751.084,510.995
111,630.539,485.619,743.392,509.074
112,628.856,481.073,735.038,506.77
113,623.761,477.82,724.552,502.848
114,618.231,475.631,713.809,498.254
115,612.781,474.494,703.004,493.062
116,604.341,475.261,691.373,485.806
117,602.645,474.407,683.199,480.545
118,602.376,473.261,678.297,468.82
119,602.666,473.624,676.931,455.544
120,601.86,472.508,676.043,448.203
121,602.256,473.269,675.661,445.014
122,602.536,477.428,675.32,444.054
123,602.056,474.813,676.124,443.449
124,601.238,471.426,677.091,444.213
125,599.785,467.852,677.597,445.856
126,600.197,464.912,678.113,447.739
127,600.163,466.555,677.898,449.427
128,601.687,469.719,678.059,451.043
129,602.922,475.983,678.584,452.529
130,603.314,481.152,679.518,454.242
131,603.473,482.827,679.999,454.652
132,604.245,484.561,681.675,454.776
133,607.702,486.213,683.69,444.245
134,615.891,487.448,689.352,435.579
135,618.505,489.384,697.139,437.735
136,621.408,491.666,705.671,441.589
137,625.589,494.092,715.411,445.732
138,625.963,496.967,723.029,454.46
139,628.889,500.12,731.419,463.341
140,628.386,503.376,737.142,475.296
141,629.453,506.845,743.091,488.312
142,628.433,510.203,746.27,503.444
143,629.574,514.215,749.535,519.289
144,628.681,518.024,748.95,536.354
145,627.446,521.889,745.819,554.056
146,623.363,524.845,735.807,569.138
147,614.274,525.404,713.114,576.077
148,615.438,531.03,712.192,596.066
149,618.047,538.905,707.873,618.406
150,615.629,544.465,692.757,631.899
151,613.296,550.7,678.281,644.26
152,611.66,558.412,662.326,659.547
153,607.321,564.786,645.64,669.139
154,601.17,570.382,627.184,676.407
155,595.505,578.34,608.386,684.644
156,585.595,579.64,596.622,674.574
157,576.198,576.003,588.426,647.785
158,573.46,614.284,525.019,735.371
159,557.459,609.527,517.585,724.834
160,544.97,603.556,510.126,708.71
161,530.664,607.358,496.235,703.694
162,522.517,594.892,482.616,695.947
163,514.382,586.31,468.009,689.639
164,506.024,579.155,454.264,681.752
165,498.433,572.327,441.174,673.18
166,491.663,565.192,429.055,663.815
167,487.289,556.771,418.386,652.524
168,483.062,549.568,408.359,640.578
169,478.756,543.118,398.81,629.649
170,476.181,536.188,391.086,616.328
171,474.176,529.51,384.022,602.85
172,472.048,523.391,377.161,590.681
173,470.796,517.542,371.124,578.402
174,469.16,512.163,365.994,565.674
175,470.581,506.746,364.941,550.984
176,468.483,502.213,357.89,541.72
177,466.8,497.965,352.595,531.304
178,465.983,493.846,348.989,520.196
179,466.477,490.05,345.938,509.299
180,465.995,486.738,343.615,498.531
181,466.252,483.832,342.332,487.949
182,466.593,481.244,341.65,477.623
183,467.287,479.137,341.512,467.88
184,467.663,477.271,342.892,458.632
185,468.533,475.896,344.397,450.075
186,468.288,474.633,345.459,441.97
187,468.976,474.058,348.489,435.124
188,468.272,473.323,350.482,428.491
189,468.242,473.115,353.295,422.674
190,468.928,473.427,357.368,418.36
191,468.23,473.738,361.254,414.534
192,468.063,474.41,365.184,411.291
193,468.158,475.439,369.583,409.317
194,467.413,476.555,374.15,407.779
195,469.068,478.417,380.078,409.971
196,466.911,479.892,384.384,409.206
197,469.498,482.295,390.367,413.954
198,470.932,484.734,395.858,418.899
199,471.546,487.251,401.0,423.33
200,474.253,490.092,406.04,431.478
201,477.339,492.999,410.9,441.176
202,482.607,495.735,415.559,452.995
203,485.274,498.374,419.566,462.607
204,488.02,501.181,423.666,471.024
205,491.551,503.716,428.052,480.577
206,477.454,482.284,421.534,510.2
207,479.873,490.077,422.938,519.855
208,483.144,497.374,425.242,529.109
209,487.477,503.791,428.391,537.973
210,492.457,510.919,432.247,547.539
211,495.891,518.902,436.234,557.493
212,499.39,526.674,440.44,568.077
213,502.803,534.547,447.288,576.997
214,505.745,542.632,455.129,586.165
215,510.944,549.168,464.66,595.045
216,514.064,550.971,478.035,602.255
217,519.945,555.123,488.016,609.745
218,532.818,564.773,496.063,616.667
219,546.154,579.378,503.539,622.471
220,600.639,630.519,520.343,599.662
221,607.223,644.934,528.717,605.574
222,613.588,657.631,537.011,607.29
223,617.615,668.448,551.09,603.512
224,628.398,680.672,570.144,614.242
225,632.229,687.212,576.663,604.574
226,634.619,689.935,584.128,593.14
227,636.324,689.398,592.532,583.891
228,636.814,683.776,600.435,575.612
229,636.591,672.466,606.44,567.32
230,636.962,658.78,610.744,559.238
231,639.261,640.537,609.666,548.366
232,640.72,625.285,609.507,540.018
233,643.193,608.376,606.173,531.188
234,645.895,592.708,604.883,525.18
235,648.542,577.154,603.3,519.74
236,677.319,548.201,604.628,545.656
237,678.914,539.571,602.022,533.818
238,680.119,531.733,601.739,525.413
239,681.035,524.38,602.006,518.388
240,681.896,517.63,602.659,511.171
241,683.103,511.071,603.397,504.564
242,683.612,505.462,603.806,499.038
243,683.353,500.351,603.454,493.74
244,683.567,495.556,602.81,489.621
245,683.188,491.11,604.404,487.501
246,682.753,486.817,604.092,490.109
247,681.835,482.786,604.102,492.234
248,680.717,478.494,604.136,491.46
249,681.031,475.628,604.033,490.766
250,680.4,471.871,604.077,490.363
251,680.979,469.39,603.986,490.199
252,682.233,467.666,604.139,490.02
253,682.509,463.668,604.527,490.153
254,683.774,458.731,605.893,490.554
255,685.523,450.175,609.106,490.873
256,688.648,444.644,614.58,491.412
257,692.176,443.5,615.996,492.31
258,696.55,444.326,618.461,493.433
259,700.726,446.821,619.647,494.968
260,705.148,450.041,621.218,496.573
261,709.537,454.427,621.982,498.564
262,714.64,458.062,625.173,501.062
263,717.935,465.362,624.358,503.542
264,722.181,471.793,625.566,506.618
265,725.178,480.209,624.809,509.605
266,728.051,489.181,624.767,512.942
267,731.104,499.083,625.36,516.786
268,732.435,510.508,623.458,520.216
269,733.151,522.533,622.349,524.007
270,732.394,535.752,620.377,527.644
271,732.052,549.231,619.204,531.912
272,730.15,563.489,617.242,535.862
273,727.276,578.358,616.901,541.776
274,705.435,588.056,609.912,542.622
275,691.362,603.442,606.784,545.673
276,703.306,625.388,610.835,556.369
277,691.214,639.294,607.956,561.257
278,679.198,653.256,604.568,566.046
279,665.66,667.386,600.73,570.972
280,649.253,679.841,597.58,577.858
281,630.529,689.251,592.25,582.862
282,609.861,695.416,586.868,588.711
283,591.221,697.297,581.263,595.257
284,580.318,650.256,572.602,582.562
285,525.236,738.002,569.213,612.943
286,515.094,720.324,552.892,606.668
287,504.391,702.192,543.16,603.398
288,486.61,696.38,531.487,608.372
289,472.879,686.248,525.744,596.818
290,457.71,678.152,518.458,591.525
291,443.693,669.171,511.867,584.375
292,430.21,660.316,505.743,578.012
293,418.779,650.795,499.391,572.315
294,407.435,641.869,493.691,566.25
295,396.478,632.342,488.9,560.478
296,387.957,621.988,485.302,553.91
297,379.9,611.585,481.644,548.336
298,371.992,601.757,478.23,542.709
299,369.386,590.377,476.822,536.438
300,364.744,580.224,474.41,531.198
301,359.471,570.962,472.168,526.29
302,354.694,561.977,470.204,521.552
303,351.825,552.799,469.27,516.866
304,349.451,544.101,468.751,512.439
305,346.926,536.128,467.771,508.564
306,345.394,528.392,466.859,504.909
307,344.638,520.907,467.14,501.54
308,343.019,514.261,466.585,498.541
309,341.656,508.253,466.038,496.009
310,341.19,502.493,465.817,493.619
311,341.166,497.145,466.308,491.568
312,340.054,492.624,465.843,489.969
313,340.61,488.566,466.458,488.726
314,339.577,485.077,465.926,487.716
315,339.861,482.141,466.096,487.159
316,339.947,479.771,466.171,486.945
317,339.895,477.931,466.148,487.058
318,340.271,476.82,466.649,487.574
319,339.901,476.16,465.938,488.332
320,340.96,476.328,466.335,489.489
321,340.739,476.899,465.837,490.975
322,341.535,478.31,465.92,492.801
323,342.335,480.273,465.845,495.096
324,343.169,482.853,465.971,497.641
325,345.056,486.326,466.86,500.251
326,345.589,490.013,466.277,503.438
327,347.857,494.807,467.378,506.712
328,349.835,500.128,468.11,510.387
329,351.469,505.714,468.179,514.464
330,355.803,513.027,470.744,518.236
331,358.174,519.808,471.386,522.755
332,362.067,527.815,473.04,527.306
333,367.437,536.736,475.963,531.519
334,372.275,545.708,478.304,536.254
335,377.433,555.164,481.175,540.901
336,383.174,564.978,484.018,545.914
337,390.311,575.576,487.87,550.336
338,397.164,586.212,490.998,556.082
339,397.5,594.997,491.944,565.584
340,407.652,607.793,497.97,569.295
341,414.368,620.157,502.488,576.261
342,424.711,631.218,507.709,582.211
343,435.364,643.623,513.689,587.93
344,446.502,656.03,519.974,594.235
345,459.275,669.51,525.857,599.913
346,475.668,681.72,531.329,606.437
347,493.706,692.741,539.09,605.797
348,509.08,707.208,549.769,604.82
349,521.657,732.055,556.568,608.74
350,573.202,642.596,566.789,581.198
351,587.922,707.957,574.392,606.252
352,606.679,701.227,578.291,599.492
353,627.659,691.975,582.466,594.739
354,645.654,679.568,586.546,588.877
355,659.076,664.373,590.587,583.406
356,667.761,648.752,594.159,577.374
357,672.862,634.348,596.86,570.05
358,663.092,619.037,596.215,559.046
359,666.645,604.076,598.207,553.489
360,716.02,586.713,614.158,564.79
361,710.136,577.092,611.332,553.881
362,711.042,565.434,612.025,547.796
363,713.766,553.179,614.163,543.358
364,713.077,542.986,612.529,536.188
365,713.837,532.766,613.438,531.565
366,714.321,522.998,614.41,527.602
367,715.134,513.367,616.767,524.676
368,714.966,505.187,618.072,521.338
369,714.299,498.076,618.825,518.169
370,713.621,491.216,619.598,515.185
371,713.842,483.64,622.276,512.996
372,711.971,478.834,620.732,509.949
373,710.74,474.075,620.81,507.689
374,709.991,469.017,622.236,505.995
375,708.188,465.89,621.022,504.186
376,706.683,462.928,621.079,502.874
377,705.267,460.533,620.908,501.709
378,703.702,458.707,620.74,500.874
379,702.013,457.946,619.833,500.292
380,700.759,457.001,620.285,500.084
381,698.671,457.95,617.774,499.955
382,697.346,458.919,617.633,500.231
383,695.83,460.452,616.852,500.739
384,694.152,462.932,615.526,501.372
385,692.363,466.5,613.468,502.106
386,690.615,470.462,611.498,503.179
387,688.807,474.674,609.523,504.36
388,687.113,479.882,607.724,505.681
389,685.218,486.114,605.197,506.825
390,683.707,491.813,604.545,508.675
391,682.424,497.925,604.095,510.675
392,681.302,506.178,604.147,513.207
393,679.834,513.903,604.065,516.169
394,678.444,522.274,604.084,519.522
395,676.52,530.649,604.151,523.142
396,673.469,540.749,603.276,526.717
397,668.499,550.463,601.375,529.74
398,662.329,560.717,599.281,533.102
399,654.864,580.093,604.137,534.301
400,646.518,591.03,603.623,538.6
401,637.579,599.417,602.336,542.245
402,628.127,604.931,597.274,547.162
403,619.996,610.055,592.155,553.093
404,612.071,614.53,585.885,557.983
405,603.594,618.81,580.333,562.661
406,596.314,622.917,576.774,569.759
407,593.537,624.189,569.716,573.981
408,593.297,625.33,556.574,578.619
409,610.934,623.97,551.321,605.464
410,613.29,632.057,540.066,606.369
411,609.462,646.276,532.137,607.714
412,602.416,664.15,525.518,602.995
413,594.222,685.153,519.634,601.889
414,515.813,647.413,521.26,569.584
415,504.923,654.441,517.058,570.191
416,501.3,688.008,508.07,581.281
417,480.078,685.275,506.755,577.402
418,459.394,680.684,504.607,576.027
419,441.939,670.317,503.118,574.428
420,427.062,656.387,502.125,572.576
421,416.077,641.399,499.983,572.025
422,409.598,624.428,498.406,569.733
423,408.231,606.228,496.711,566.956
424,407.696,589.5,495.679,563.036
425,413.926,577.002,496.309,556.875
426,420.325,566.68,497.546,550.331
427,426.287,557.685,497.978,545.256
428,433.397,551.737,500.188,538.759
429,439.294,547.089,501.864,533.338
430,440.947,564.19,479.707,516.129
431,438.868,561.509,483.992,515.082
432,437.673,557.449,490.37,514.463
433,435.186,554.66,494.45,516.298
434,431.605,552.528,495.913,519.632
435,431.174,549.026,497.509,522.922
436,431.954,546.332,498.941,527.986
437,431.663,544.976,497.15,534.154
438,431.491,544.867,494.683,539.518
439,430.148,545.823,491.196,544.393
440,443.428,565.332,490.744,513.21
441,436.939,572.175,486.319,514.595
442,430.172,579.142,483.436,516.021
443,422.958,589.215,478.833,518.577
444,414.595,596.225,476.558,521.075
445,406.128,601.478,475.366,523.895
446,397.781,605.494,475.127,527.122
447,389.592,608.766,474.889,530.991
448,382.533,609.84,475.621,535.19
449,378.053,608.634,477.934,539.271
450,375.976,605.943,480.055,543.78
451,377.007,601.926,482.365,548.537
452,385.675,597.362,486.59,551.642
453,393.515,593.881,490.049,555.335
454,401.295,590.526,493.35,559.341
455,408.788,586.467,495.697,564.812
456,413.517,578.751,495.057,574.642
457,419.713,568.194,494.353,582.795
458,432.949,562.888,497.218,587.685
459,482.074,555.426,490.125,611.957
460,492.266,556.536,498.07,615.192
461,502.522,558.196,506.533,619.201
462,511.632,558.232,515.586,620.827
463,521.033,558.965,524.586,624.782
464,530.391,566.095,531.41,630.834
465,544.889,573.908,538.558,633.335
466,559.366,566.348,552.108,629.349
467,574.153,563.145,568.74,624.766
468,584.115,571.529,577.236,629.617
469,583.641,578.287,584.285,629.736
470,581.243,568.971,595.047,622.521
471,577.283,566.718,605.027,619.046
472,581.226,566.601,627.943,607.657
473,600.581,589.992,684.189,576.718
474,602.815,583.703,691.457,585.343
475,606.914,579.212,702.308,590.417
476,601.442,562.234,682.744,603.054
477,599.601,551.955,670.393,602.878
478,601.59,547.427,670.975,603.848
479,611.521,551.336,706.092,613.065
480,616.982,549.524,718.431,619.405
481,620.726,545.93,720.202,623.47
482,621.091,540.231,713.675,621.211
483,620.572,534.768,706.302,618.161
484,619.853,530.428,698.276,611.728
485,618.94,526.796,691.592,605.93
486,617.61,523.67,685.254,601.032
487,616.953,521.521,679.193,597.267
488,614.091,519.114,673.302,590.398
489,610.176,516.993,668.514,583.219
490,607.611,515.95,664.446,577.339
491,604.982,515.364,660.27,570.974
