cuadro,s1,s2,s3,s4
154,876.605,576.646,765.455,533.708
155,879.767,569.522,766.898,528.285
156,882.504,562.723,768.35,523.324
157,884.842,556.397,769.687,518.701
158,886.154,550.262,770.5,514.329
159,887.098,544.559,770.845,510.188
160,887.624,539.27,771.262,506.507
161,887.3,534.224,771.168,503.162
162,887.805,526.272,771.991,497.679
163,887.999,523.182,772.378,495.509
164,887.129,520.088,771.433,493.657
165,887.609,518.244,772.182,492.14
166,886.441,516.173,771.278,491.047
167,886.099,515.072,771.084,490.168
168,886.062,514.573,771.126,489.79
169,885.971,514.656,771.135,489.731
170,886.546,515.755,772.04,489.971
171,886.015,516.728,771.383,490.501
172,886.614,518.897,772.329,491.409
173,885.617,520.77,771.137,492.642
174,885.741,523.847,771.514,494.44
175,885.758,527.373,771.683,496.38
176,885.212,536.051,771.37,501.354
177,885.29,541.426,771.723,504.465
178,884.474,547.0,771.466,507.854
179,883.431,553.103,770.993,511.608
180,882.556,559.807,770.413,515.626
181,879.925,566.267,768.666,519.775
182,878.22,573.861,768.348,524.74
183,874.774,581.137,766.236,529.448
184,868.295,597.493,763.477,540.692
185,862.311,605.742,760.404,546.091
186,856.928,614.258,758.098,552.289
187,849.391,622.234,754.612,558.359
188,841.732,630.346,751.099,565.185
189,834.605,638.914,747.818,573.366
190,825.804,647.371,743.764,581.448
191,815.945,655.83,737.849,588.472
192,803.8,663.486,730.012,592.52
193,791.564,671.232,721.892,598.486
194,779.293,679.268,714.051,605.955
195,766.269,687.605,706.256,610.381
196,751.301,695.085,698.093,609.254
197,734.654,701.308,686.211,605.344
198,717.719,734.249,666.179,615.899
199,655.319,653.458,664.396,587.506
200,650.304,696.037,654.789,597.385
201,635.064,701.213,648.185,595.983
202,615.026,694.294,642.392,591.708
203,596.401,686.912,636.528,588.12
204,578.868,678.754,631.59,584.042
205,563.392,668.707,626.9,580.043
206,550.054,656.04,623.387,575.246
207,538.304,643.074,620.008,570.538
208,528.33,629.785,616.203,567.224
209,521.192,615.279,614.246,562.305
210,516.229,601.582,611.882,558.062
211,509.062,587.862,608.791,554.838
212,499.948,561.344,603.519,547.895
213,496.964,548.16,600.465,544.905
214,495.375,535.907,597.612,541.881
215,496.32,525.074,596.452,538.182
216,497.501,514.829,594.806,535.026
217,500.187,506.284,594.141,531.785
218,502.705,498.271,593.291,528.891
219,505.225,490.364,592.176,526.407
220,508.309,483.684,591.378,524.08
221,512.171,479.057,591.763,521.83
222,514.954,472.361,589.911,520.229
223,518.599,467.977,588.983,518.819
224,522.542,464.02,587.814,517.666
225,526.547,460.489,586.66,516.804
226,530.716,457.982,585.706,516.259
227,535.197,455.424,584.132,515.931
228,539.775,454.281,583.53,515.84
229,544.637,454.803,583.467,516.38
230,549.805,453.722,582.126,516.719
231,555.03,454.408,581.762,517.595
232,560.183,456.583,582.021,519.123
233,565.824,458.349,582.026,520.56
234,598.419,483.718,558.983,526.297
235,601.288,487.284,560.541,530.095
236,604.104,492.086,562.17,534.572
237,606.789,497.533,563.517,539.704
238,608.973,504.038,564.682,545.903
239,612.054,510.698,566.942,551.549
240,615.028,518.991,569.049,558.289
241,617.982,524.823,571.999,565.095
242,622.162,529.687,576.623,571.278
243,625.015,534.954,580.694,578.56
244,630.161,537.893,586.807,584.478
245,634.779,541.55,592.778,591.049
246,638.993,546.224,599.063,598.015
247,643.241,551.963,606.545,603.994
248,647.146,558.395,614.222,610.594
249,651.152,562.795,624.09,615.271
250,655.238,565.334,633.393,620.242
251,662.162,568.412,641.162,625.347
252,702.949,569.33,660.956,624.176
253,719.696,576.556,667.606,621.562
254,746.77,586.764,685.568,605.988
255,757.407,592.719,694.755,608.093
256,771.387,596.636,707.915,610.307
257,784.089,603.406,713.583,611.98
258,796.332,609.505,720.8,608.322
259,805.165,615.853,725.858,600.422
260,815.12,620.46,732.445,595.478
261,824.894,625.031,738.74,590.879
262,831.287,629.607,743.303,583.782
263,836.1,633.756,747.074,575.933
264,838.376,636.534,750.571,568.029
265,839.25,637.916,753.566,560.432
266,838.062,637.444,756.199,553.567
267,835.037,634.712,758.851,547.758
268,831.476,631.896,762.129,543.076
269,826.78,627.125,764.188,538.244
270,821.495,619.632,764.514,533.297
271,816.47,611.55,764.15,528.767
272,811.24,605.169,764.97,525.45
273,806.983,594.623,761.586,521.11
274,803.319,584.631,758.602,517.574
275,799.931,575.875,756.078,514.892
276,796.706,566.668,751.05,512.077
277,807.836,538.245,748.775,542.447
278,807.771,536.169,746.827,538.769
279,808.067,534.78,745.676,534.189
280,809.146,534.265,745.344,529.949
281,809.229,534.484,743.865,525.906
282,808.375,535.208,742.402,522.593
283,808.826,536.832,742.816,519.886
284,809.168,539.133,743.297,518.081
285,808.729,541.902,743.354,516.434
286,806.899,545.029,743.434,515.397
287,801.917,551.431,744.408,513.425
288,799.516,555.159,745.985,513.343
289,797.322,559.64,748.738,514.466
290,794.626,564.091,751.166,516.139
291,791.295,568.746,753.611,518.591
292,783.856,578.876,759.172,524.435
293,779.336,584.1,762.35,528.358
294,773.865,589.354,766.253,533.045
295,765.696,593.155,773.334,537.3
296,751.04,585.475,804.343,548.024
297,745.562,590.4,807.329,560.254
298,739.666,594.865,809.922,573.272
299,732.929,597.549,808.67,591.155
300,725.594,601.161,803.05,610.546
301,719.445,605.936,799.198,626.514
302,713.694,609.354,792.883,643.564
303,707.655,610.627,782.067,660.824
304,704.564,610.093,769.08,677.458
305,698.672,607.319,752.838,692.739
306,692.213,604.861,730.493,701.166
307,688.701,606.343,720.107,725.914
308,685.161,576.272,685.779,636.77
309,682.695,605.686,655.967,719.861
310,677.838,603.844,642.405,704.233
311,671.252,609.275,624.504,692.87
312,665.085,616.696,604.406,681.403
313,661.188,616.007,589.255,666.27
314,657.83,609.88,580.684,649.347
315,653.052,605.933,573.282,633.054
316,647.753,602.47,568.409,617.4
317,641.563,599.828,561.855,602.076
318,636.582,596.31,559.939,586.585
319,629.81,593.494,560.01,572.581
320,623.287,589.751,560.534,560.029
321,618.552,584.968,562.481,550.113
322,613.062,580.646,563.969,539.437
323,608.883,575.931,566.5,530.353
324,591.3,583.571,597.993,526.427
325,587.716,578.685,600.172,521.921
326,583.331,574.957,602.437,519.654
327,580.466,570.037,604.535,515.409
328,577.435,566.198,606.475,513.856
329,574.459,562.977,607.708,513.129
330,571.817,560.072,608.834,512.324
331,569.645,557.108,610.059,511.726
332,568.2,554.009,611.45,511.862
333,566.31,551.911,612.561,512.776
334,565.114,550.131,613.928,513.42
335,564.318,548.374,615.498,515.051
336,563.242,547.603,616.493,515.544
337,563.022,546.836,617.942,515.797
338,563.046,546.428,619.098,516.206
339,562.956,546.802,620.006,516.947
340,563.353,547.322,621.589,517.871
341,563.099,548.853,622.405,519.416
342,564.039,550.28,624.302,521.122
343,565.082,551.967,625.559,522.853
344,566.77,554.158,626.279,525.26
345,567.917,557.21,625.82,527.62
346,570.051,560.517,626.22,529.607
347,573.367,563.851,627.506,531.181
348,577.074,567.937,627.342,532.224
349,581.986,572.074,628.91,532.235
350,586.434,576.385,631.488,534.383
351,587.941,580.136,633.852,539.863
352,588.424,585.33,637.108,548.757
353,601.978,594.312,635.509,541.5
354,608.308,601.711,635.432,542.354
355,613.489,608.964,636.395,546.824
356,617.763,615.842,637.936,551.707
357,621.871,621.86,640.227,556.256
358,627.443,629.017,642.521,561.926
359,634.571,636.874,646.446,566.659
360,640.799,642.793,651.075,571.085
361,645.964,646.012,655.473,575.019
362,650.922,648.583,660.505,580.283
363,657.635,644.908,665.954,583.084
364,665.38,644.567,669.489,585.823
365,679.502,636.069,681.694,577.191
366,683.906,666.996,686.907,588.114
367,659.36,736.801,701.896,611.261
368,657.732,728.899,707.466,614.333
369,657.403,718.928,714.73,610.747
370,665.991,702.574,722.023,606.016
371,718.063,653.36,724.593,578.585
372,727.774,641.865,728.218,571.309
373,737.336,631.811,730.674,564.415
374,746.82,622.285,732.484,558.007
375,753.919,614.881,733.363,552.306
376,759.047,608.863,734.524,547.823
377,761.61,603.705,735.683,543.885
378,764.701,597.793,735.988,539.435
379,767.999,592.157,736.45,536.037
380,770.384,586.999,737.125,533.207
381,772.697,581.541,736.976,530.574
382,789.761,575.515,738.612,548.905
383,791.505,571.347,738.937,546.28
384,793.975,567.828,739.944,544.772
385,796.563,564.502,740.789,543.1
386,798.673,561.237,741.533,541.58
387,799.262,558.51,741.522,540.091
388,801.066,556.296,742.307,539.054
389,801.892,554.563,742.631,537.964
390,802.779,553.231,743.132,537.226
391,802.448,552.291,742.752,536.825
392,802.555,551.823,742.427,537.104
393,802.631,551.944,742.694,537.275
394,802.314,552.469,742.616,537.86
395,802.601,553.641,743.084,538.719
396,801.394,555.176,742.796,539.538
397,800.215,556.959,742.134,541.257
398,799.511,559.558,742.348,542.942
399,797.98,562.366,741.669,544.343
400,796.566,565.49,741.385,546.534
401,794.849,568.597,740.528,548.978
402,775.572,577.297,739.707,526.497
403,774.022,581.977,739.143,528.54
404,772.322,587.933,739.725,531.805
405,770.17,593.403,739.559,534.854
406,767.33,599.269,739.602,538.583
407,764.574,605.171,738.933,542.122
408,761.725,610.976,737.752,545.481
409,758.189,617.691,737.277,550.749
410,754.262,623.953,735.912,555.369
411,749.789,630.596,734.206,560.207
412,745.309,636.353,731.116,564.724
413,740.436,641.723,727.424,569.303
414,735.071,647.575,722.266,573.583
415,729.001,652.412,716.476,579.945
416,721.409,655.921,711.38,586.306
417,713.931,660.283,704.86,588.968
418,709.2,670.134,700.182,590.889
419,715.398,728.467,689.722,606.725
420,717.447,734.837,682.031,607.006
421,718.855,732.276,669.345,613.36
422,718.406,725.362,663.657,614.429
423,714.832,714.368,657.479,609.435
424,668.604,668.045,654.071,588.816
425,655.024,653.62,651.135,579.857
426,645.057,644.593,647.333,574.217
427,636.652,636.692,644.736,567.279
428,627.724,628.868,642.274,561.801
429,622.443,624.22,638.969,558.256
430,618.693,619.822,636.724,553.918
431,615.15,615.664,634.609,549.814
432,611.854,612.076,631.937,547.811
433,608.701,608.346,630.06,545.206
434,605.796,604.37,628.996,541.952
435,602.62,600.255,628.379,538.967
436,600.414,597.253,626.603,537.136
437,598.544,594.858,625.171,535.377
438,596.942,592.268,624.23,533.529
439,595.668,590.574,623.265,531.905
440,630.255,616.408,595.174,553.558
441,628.282,616.364,594.109,552.044
442,625.649,616.466,593.13,550.742
443,621.43,616.142,592.448,549.144
444,619.1,617.555,591.885,548.507
445,615.157,618.125,591.591,547.426
446,588.124,595.634,612.602,530.386
447,607.014,620.159,592.008,545.806
448,604.033,622.48,592.281,545.946
449,599.31,623.536,593.54,545.25
450,596.025,625.918,594.878,545.308
451,593.65,629.716,595.777,546.628
452,590.767,633.008,597.049,547.883
453,588.448,637.295,598.536,549.397
454,585.775,640.845,600.197,551.186
455,583.766,645.171,602.375,553.276
456,581.905,649.917,604.53,555.807
457,579.882,653.109,607.946,557.634
458,578.551,659.446,609.447,562.115
459,577.314,663.198,613.1,564.934
460,576.394,667.595,616.327,568.784
461,575.596,672.911,619.438,573.873
462,575.613,675.439,624.56,577.416
463,575.955,678.038,629.586,581.804
464,577.096,679.374,634.094,587.534
465,579.259,679.671,640.511,590.962
466,582.808,678.459,646.84,594.104
467,585.934,677.754,651.784,600.09
468,590.118,676.219,657.019,605.37
469,593.961,674.745,661.491,612.851
470,598.8,672.732,664.91,616.624
471,607.538,669.307,673.869,612.604
472,616.283,666.206,683.83,607.651
473,621.616,664.382,691.546,607.449
474,626.704,663.091,701.574,609.897
475,631.05,662.49,703.909,609.892
476,635.877,662.37,710.23,607.777
477,640.905,662.755,716.714,604.491
478,646.077,663.378,722.989,601.827
479,650.456,665.906,728.999,600.976
480,675.716,662.31,736.032,596.34
481,735.956,632.556,730.258,564.625
482,747.701,626.736,731.903,559.779
483,751.856,627.986,735.259,558.475
484,753.742,632.068,738.656,557.365
485,754.137,640.576,743.453,558.252
486,754.559,650.513,751.398,562.671
487,764.804,647.631,750.84,557.829
488,780.046,654.362,757.041,557.544
489,790.325,650.894,756.247,554.457
490,799.718,651.352,757.473,553.922
491,808.829,648.351,756.794,552.291
492,817.496,646.031,756.924,551.932
493,826.012,643.572,757.313,552.403
494,833.586,639.662,756.92,552.651
495,840.147,634.881,756.41,553.237
496,845.691,629.762,756.02,554.461
497,849.451,623.612,755.064,555.348
498,851.753,617.385,754.731,557.128
499,853.2,611.062,754.746,559.605
500,851.225,604.035,753.155,560.468
501,849.823,597.71,752.416,562.301
502,849.484,590.769,753.482,566.313
503,845.876,584.575,752.914,568.691
504,842.962,578.95,753.189,571.797
505,838.551,573.325,753.066,574.556
506,833.667,567.919,752.821,577.253
507,828.315,562.577,752.882,580.216
508,821.712,558.144,752.401,583.107
509,814.432,554.7,750.829,585.264
510,806.421,552.108,748.699,587.373
511,797.432,550.962,746.18,589.778
512,785.133,548.081,743.56,593.463
513,757.39,551.617,745.812,608.338
514,749.931,553.744,742.284,611.104
515,743.222,555.624,736.95,613.354
516,737.092,556.791,730.691,615.46
517,730.945,558.577,724.446,618.819
518,724.905,559.575,718.486,621.014
519,719.12,560.618,712.36,623.389
520,714.412,562.367,707.114,626.609
521,704.083,567.076,703.944,628.056
