cuadro,s1,s2,s3,s4
72,592.971,550.558,623.385,617.218
73,577.329,558.868,625.477,520.443
74,563.078,545.864,617.832,532.369
75,558.988,537.551,615.637,525.28
76,555.018,523.15,616.061,514.212
77,554.83,516.721,618.616,510.176
78,553.7,511.143,619.335,505.387
79,552.717,506.035,620.027,501.46
80,552.088,497.838,618.907,494.157
81,551.853,491.587,615.914,488.435
82,552.621,487.2,614.02,483.148
83,551.986,486.044,612.371,480.64
84,552.253,485.318,610.172,475.133
85,552.419,487.678,608.529,471.638
86,553.101,489.3,608.199,469.965
87,553.425,492.26,606.962,468.904
88,554.589,498.746,604.464,469.02
89,555.342,507.915,600.147,471.789
90,581.209,517.152,567.426,455.205
91,581.992,521.992,563.734,460.044
92,583.439,527.367,559.801,466.267
93,587.975,539.016,552.165,482.733
94,593.128,551.362,545.464,500.708
95,597.252,557.749,542.85,512.829
96,600.982,564.072,540.429,524.497
97,605.58,570.439,539.179,537.767
98,610.508,576.597,538.582,552.064
99,625.513,586.506,544.254,587.072
100,631.689,591.465,548.185,604.256
101,638.954,595.063,556.024,622.366
102,645.213,598.641,563.974,640.433
103,651.418,601.848,575.608,658.62
104,655.783,607.978,590.278,675.955
105,665.46,615.304,631.779,704.42
106,668.317,620.09,651.227,719.647
107,679.065,583.866,676.457,639.255
108,691.011,614.475,732.739,703.556
109,704.38,620.452,757.468,693.253
110,716.268,616.857,790.569,660.75
111,732.075,603.05,813.115,626.336
112,739.477,598.893,820.751,610.816
113,748.428,584.594,828.696,579.829
114,753.641,578.45,832.785,565.724
115,757.634,572.042,834.822,553.98
116,761.102,565.609,836.477,543.113
117,766.58,553.518,839.186,524.139
118,770.717,542.574,841.475,507.238
119,761.343,527.748,838.629,504.803
120,764.865,517.289,842.103,484.604
121,765.788,514.334,842.979,478.695
122,766.059,511.625,843.407,473.999
123,766.844,507.064,844.359,465.44
124,767.476,503.972,844.839,459.723
125,768.519,501.759,845.426,454.656
126,768.787,501.821,845.617,454.464
127,767.996,502.997,845.413,457.426
128,767.536,505.637,845.177,462.475
129,767.513,509.654,844.966,469.037
130,765.51,514.547,843.853,479.622
131,765.199,517.648,843.463,485.037
132,764.545,524.981,842.522,496.997
133,761.685,528.066,840.83,505.341
134,760.945,532.449,840.01,512.295
135,767.357,547.222,842.965,518.925
136,765.571,552.84,842.343,527.305
137,759.001,563.857,838.565,548.685
138,753.181,576.887,835.651,570.603
139,735.122,602.719,816.503,630.068
140,718.667,613.578,793.11,663.499
141,711.551,619.219,777.407,678.903
142,698.364,618.09,737.23,704.873
143,687.396,613.122,721.773,723.957
144,671.974,615.224,655.704,720.898
145,663.285,614.344,620.186,696.898
146,658.59,609.25,599.282,685.865
147,646.988,602.021,569.861,656.29
148,635.974,593.617,551.388,625.193
149,628.62,590.614,543.059,610.157
150,623.458,585.582,536.759,595.529
151,612.699,575.375,528.611,567.883
152,605.04,564.558,524.172,543.731
153,598.692,554.502,522.032,523.506
154,596.67,549.512,521.638,514.66
155,593.05,540.399,521.175,499.188
156,590.334,532.552,521.403,486.148
157,589.095,529.14,521.593,480.554
158,588.248,526.017,521.931,475.455
159,588.211,523.215,522.473,471.877
160,587.483,520.848,522.949,467.704
161,587.043,518.802,523.42,464.388
162,587.088,517.101,524.018,462.037
163,587.708,515.847,524.774,461.048
164,588.052,515.003,525.514,460.059
165,587.175,514.302,526.711,457.835
166,587.273,514.532,527.452,458.146
167,585.854,515.964,528.661,458.159
168,586.0,517.309,529.478,460.022
169,585.871,521.126,531.067,464.112
170,585.738,523.619,531.824,466.89
171,586.632,529.674,533.516,474.516
172,588.73,537.142,535.339,484.677
173,591.346,545.921,537.129,495.757
174,593.592,550.687,538.045,502.636
175,599.475,561.16,540.728,519.227
176,607.059,572.252,543.889,538.058
177,616.379,583.546,547.537,558.222
178,623.278,588.616,550.636,570.501
179,637.289,597.679,557.614,597.168
180,650.699,605.619,571.367,625.799
181,656.222,612.441,578.569,641.134
182,665.72,620.199,601.069,673.256
183,692.689,615.361,650.972,721.856
184,705.567,623.412,718.229,714.46
185,714.086,615.451,757.853,701.621
186,718.662,611.175,774.647,687.099
187,729.38,602.924,805.664,656.371
188,735.693,600.85,816.371,638.923
189,743.594,590.859,829.391,605.449
190,750.843,580.433,831.277,573.645
191,755.418,575.913,832.31,559.173
192,766.164,561.835,827.174,524.577
193,771.555,552.781,820.815,507.243
194,746.209,530.186,810.098,525.748
195,745.838,523.898,807.39,517.592
196,767.156,494.208,808.815,536.03
197,765.169,492.84,809.479,532.783
198,761.755,491.731,810.526,528.447
199,758.371,491.825,811.138,526.009
200,754.812,493.924,811.253,525.38
201,752.945,495.046,811.14,525.816
202,748.619,498.858,810.259,527.986
203,747.731,502.066,810.524,530.184
204,747.046,505.498,810.48,532.641
205,746.427,509.175,810.225,535.737
206,745.65,513.0,809.844,539.194
207,743.83,521.205,807.16,546.818
208,741.228,530.061,801.683,555.904
209,739.854,534.662,798.516,561.044
210,739.169,539.583,795.078,566.645
211,738.958,544.512,791.48,572.666
212,738.883,548.807,788.286,578.961
213,735.212,540.996,772.749,585.545
214,736.327,539.303,766.451,592.581
215,735.543,543.765,762.892,600.116
216,734.441,548.804,757.923,607.528
217,733.01,553.835,750.967,615.229
218,732.727,561.505,740.236,625.922
219,731.736,570.234,729.083,637.496
220,734.064,602.546,673.958,679.055
221,725.137,609.166,656.748,700.607
222,717.619,614.12,654.988,714.865
223,707.814,620.63,656.108,725.633
224,702.658,620.2,657.778,732.851
225,686.579,614.097,660.35,736.009
226,675.283,595.054,668.132,674.586
227,667.529,590.951,662.484,654.228
228,663.221,584.095,653.305,650.307
229,652.47,573.656,640.268,644.79
230,647.015,570.465,634.545,641.127
231,638.345,561.046,623.739,628.523
232,633.703,550.124,615.23,614.756
233,631.402,541.153,605.563,600.231
234,633.565,546.898,584.906,581.21
235,631.796,541.001,583.165,575.447
236,629.438,527.951,581.875,567.216
237,624.327,530.938,574.558,563.042
238,622.217,530.91,570.033,558.799
239,620.789,527.528,565.334,551.387
240,620.59,524.615,563.084,545.793
241,621.754,522.167,562.165,542.179
242,621.914,521.112,560.994,540.851
243,621.929,521.072,561.208,541.316
244,622.193,521.608,561.437,542.384
245,623.697,522.819,563.749,545.701
246,624.581,525.369,566.158,550.952
247,625.353,526.805,568.017,554.25
248,625.099,528.935,569.37,558.192
249,626.985,532.647,574.843,566.628
250,627.386,534.766,577.883,571.383
251,629.876,534.918,583.186,575.642
252,636.754,541.455,590.998,584.827
253,637.292,546.6,593.358,590.501
254,641.923,552.849,607.182,602.061
255,646.939,557.989,614.895,607.596
256,666.206,571.653,627.525,615.931
257,730.069,632.881,646.003,601.539
258,740.662,652.606,657.214,606.163
259,744.894,662.09,663.504,611.361
260,750.821,678.896,680.032,611.493
261,758.063,694.929,704.991,620.241
262,759.471,702.055,717.787,611.332
263,756.005,693.066,734.258,595.945
264,754.64,680.596,743.738,581.887
265,755.167,670.888,746.754,574.55
266,755.081,663.058,750.689,569.938
267,759.808,640.76,752.67,556.701
268,764.036,628.327,751.421,549.775
269,770.415,607.7,749.218,538.951
270,774.9,590.011,745.697,530.308
271,776.53,582.907,744.569,527.164
272,778.021,576.745,743.846,524.85
273,799.931,558.186,743.103,543.83
274,801.772,556.055,743.638,541.769
275,801.878,554.343,743.168,539.328
276,802.535,552.418,742.285,536.033
277,802.278,552.64,741.3,533.395
278,802.438,553.586,741.266,532.746
279,801.894,554.983,741.127,532.378
280,800.209,558.816,740.609,532.926
281,798.911,561.443,740.253,533.806
282,797.36,564.434,739.833,534.751
283,795.098,567.566,738.976,536.029
284,792.436,571.13,738.171,537.619
285,789.96,575.192,737.524,539.811
286,787.094,579.428,736.688,542.225
287,783.892,584.12,735.907,544.908
288,779.359,588.505,733.785,547.299
289,774.642,593.177,732.253,550.074
290,770.032,598.428,730.348,553.452
291,757.43,606.89,727.168,555.986
292,746.246,616.177,721.784,562.615
293,734.488,623.939,710.388,572.677
294,726.821,627.47,703.473,578.607
295,709.492,624.013,662.45,589.053
296,704.423,618.834,641.897,597.884
297,684.109,613.445,618.32,601.837
298,676.418,614.903,609.382,608.068
299,663.747,618.829,597.666,611.95
300,659.519,618.989,589.557,616.842
301,657.078,615.24,581.849,621.876
302,652.704,610.246,574.616,628.048
303,649.472,604.231,569.043,633.949
304,645.389,599.08,563.253,639.417
305,635.578,590.771,554.213,649.169
306,620.771,576.752,549.269,659.297
307,614.02,566.798,553.909,659.238
308,608.841,558.675,561.855,654.056
309,606.489,555.464,566.504,650.488
310,601.444,551.515,576.624,644.001
311,599.936,549.87,581.99,640.227
312,598.586,548.677,587.234,636.012
313,597.141,548.219,593.262,632.461
314,595.063,548.455,605.831,625.303
315,593.855,550.723,614.876,624.122
316,594.397,552.448,627.723,617.823
317,623.533,529.455,593.133,585.468
318,626.165,528.89,592.434,581.496
319,631.308,550.079,578.527,573.669
320,631.82,543.094,582.669,576.668
321,633.894,541.72,587.681,581.424
322,637.476,543.93,589.964,584.012
323,639.177,549.227,594.269,591.883
324,640.501,552.896,596.818,596.481
325,642.666,555.624,601.435,600.579
326,647.127,560.883,614.268,608.8
327,670.249,568.633,632.567,616.649
328,687.43,576.651,642.634,621.462
329,737.885,602.448,660.15,607.808
330,746.647,614.16,669.082,613.64
331,763.5,622.701,689.46,613.604
332,784.45,631.952,712.123,621.845
333,791.468,637.732,714.086,621.069
334,805.343,654.353,727.837,603.08
335,809.803,659.5,734.658,600.075
336,810.453,665.038,740.76,586.063
337,806.545,665.615,749.695,569.466
338,803.516,662.834,752.046,564.702
339,796.818,656.429,757.267,558.257
340,793.188,651.271,758.369,554.554
341,780.56,640.212,764.34,549.775
342,773.458,630.689,766.213,547.416
343,777.246,609.314,753.605,536.607
344,776.421,603.571,750.907,534.601
345,773.778,596.98,747.929,533.166
346,773.581,593.483,745.827,532.567
347,773.207,590.914,743.755,532.168
348,772.038,588.959,741.274,533.248
349,770.002,589.885,738.933,535.372
350,768.437,591.512,737.974,537.366
351,765.661,593.504,736.678,539.108
352,761.647,598.8,734.957,543.724
353,756.988,605.055,728.394,552.979
354,754.778,608.202,721.582,560.753
355,752.526,611.348,714.395,569.509
356,736.604,596.918,652.536,624.849
357,722.498,605.331,640.631,639.528
358,703.613,616.328,629.466,658.558
359,683.004,613.778,619.745,677.44
360,675.123,615.208,616.514,683.477
361,662.276,614.397,611.097,693.986
362,657.773,606.092,611.332,695.59
363,646.84,596.434,611.514,696.964
364,635.445,590.69,613.34,693.591
365,629.914,587.613,614.754,689.844
366,621.716,580.695,617.256,678.927
367,615.128,575.219,620.495,668.34
368,610.535,570.4,622.786,656.4
369,608.884,567.899,623.542,650.504
370,607.657,565.066,623.236,644.137
371,605.55,564.572,625.302,640.226
372,603.348,562.249,627.029,632.327
373,602.206,562.138,628.452,629.287
374,601.573,561.943,629.622,626.764
375,621.619,541.171,603.497,605.258
376,625.78,537.761,601.097,598.86
377,626.831,537.849,600.813,597.2
378,628.084,537.714,600.947,596.724
379,628.938,538.163,601.512,597.116
380,629.538,540.704,604.447,600.404
381,630.518,541.8,606.04,602.319
382,632.491,547.785,612.302,610.289
383,636.829,555.467,620.071,619.875
384,638.733,558.044,622.743,623.351
385,640.707,561.412,627.172,627.465
386,642.708,565.26,632.456,632.579
387,645.977,568.128,639.034,638.379
388,651.055,577.399,652.126,650.957
389,653.408,583.899,659.923,659.913
390,653.966,608.159,706.734,709.261
391,664.143,616.295,717.795,731.857
392,668.585,615.789,716.65,737.289
393,684.314,588.049,690.104,650.895
394,691.327,588.918,701.718,641.147
395,702.451,601.041,706.994,651.623
396,712.257,591.56,719.78,650.321
397,717.371,585.467,725.235,648.402
398,727.031,575.705,735.179,644.354
399,731.468,568.352,742.806,637.821
400,734.279,560.961,749.416,630.287
401,735.944,558.417,752.12,627.506
402,737.188,555.785,754.778,624.409
403,739.295,550.954,758.776,618.966
404,741.38,547.508,761.759,615.277
405,743.604,543.793,765.113,612.156
406,744.778,543.541,765.503,612.713
407,747.872,544.349,765.582,615.828
408,747.911,543.959,765.89,616.957
409,750.715,546.358,765.436,622.777
410,751.774,547.846,765.167,626.215
411,753.695,551.745,764.945,634.17
412,757.118,556.703,762.691,641.808
413,754.977,556.877,764.662,644.127
414,754.557,562.426,765.107,654.93
415,749.422,570.07,767.846,668.888
416,747.936,574.337,768.38,674.98
417,745.931,578.654,769.088,680.654
418,740.496,587.098,770.972,688.507
419,737.119,592.038,771.746,690.927
420,727.215,599.12,771.728,692.476
421,722.071,606.382,771.785,692.977
422,717.019,612.68,771.516,692.325
423,711.94,618.578,770.862,691.26
424,703.892,619.587,764.719,685.155
425,685.782,613.877,755.279,678.063
426,669.328,614.755,748.225,673.223
427,666.594,614.065,745.098,671.562
428,662.341,611.782,741.891,670.348
429,654.218,605.657,733.779,668.56
430,649.741,605.051,728.443,668.097
431,643.08,603.165,717.42,670.713
432,643.032,565.705,631.778,633.693
433,640.251,564.704,626.902,633.323
434,636.967,564.833,625.853,636.67
435,632.111,567.547,625.939,643.206
436,625.181,573.442,628.928,654.226
437,617.4,576.258,619.182,671.51
438,616.756,575.313,611.196,672.498
439,616.796,573.64,595.671,673.327
440,617.212,573.246,588.217,673.119
441,617.891,573.365,580.984,672.885
442,619.608,572.807,574.561,670.745
443,619.964,574.62,568.099,670.545
444,621.926,575.011,562.696,667.699
445,625.433,581.696,550.096,658.058
446,628.914,586.143,546.714,648.767
447,631.104,587.921,547.25,643.474
448,635.497,591.571,549.468,633.926
449,639.657,595.614,554.832,624.68
450,641.814,597.246,558.437,620.896
451,643.183,599.896,561.571,616.974
452,648.183,603.216,569.695,611.281
453,649.644,606.635,572.761,608.325
454,654.703,611.582,580.851,603.7
455,658.729,617.41,589.294,600.497
456,664.167,616.295,598.501,599.422
457,676.953,613.767,609.857,603.089
458,681.977,613.115,615.612,606.113
459,701.143,614.748,631.69,614.044
460,706.548,614.438,635.555,619.332
461,713.918,609.004,636.785,623.643
462,722.1,605.509,640.468,632.767
463,725.244,604.323,643.284,639.227
464,732.007,603.505,649.91,655.296
465,736.738,599.515,673.595,669.954
466,730.829,570.937,732.763,639.142
467,732.183,569.766,742.84,642.186
468,735.488,574.978,741.079,655.727
469,741.917,587.356,741.475,686.208
470,740.46,585.043,751.824,683.213
471,739.98,586.173,760.465,684.716
472,738.295,589.269,777.346,687.224
473,737.034,590.878,785.149,683.923
474,736.037,593.058,792.305,679.8
475,734.494,599.043,803.439,668.115
476,732.059,601.778,809.234,652.795
477,731.059,604.126,810.549,644.535
478,728.818,604.875,809.547,636.274
479,727.976,609.187,806.409,620.868
480,726.832,610.521,803.805,614.18
481,724.367,612.897,796.905,599.332
482,723.091,613.769,791.997,592.472
483,721.302,614.167,786.346,586.142
484,718.932,615.084,779.843,581.791
485,717.383,616.179,773.703,577.996
486,714.583,616.152,767.589,574.663
487,711.154,616.818,754.52,570.228
488,709.36,620.495,742.373,569.994
489,699.821,616.833,732.96,566.23
490,690.706,621.364,719.079,564.176
491,683.397,623.658,709.925,561.689
492,671.246,627.06,697.132,562.262
493,668.067,629.402,687.666,563.857
494,664.317,633.851,672.68,578.117
495,659.975,633.014,667.282,580.846
496,657.273,631.718,665.398,579.803
497,654.061,631.234,663.808,580.25
498,649.342,629.648,661.653,576.522
499,646.774,628.729,660.558,575.347
500,644.43,628.269,659.614,574.471
501,642.86,626.484,658.845,571.733
502,641.142,626.045,657.606,571.304
503,639.591,625.251,656.593,571.183
504,638.298,624.085,656.987,569.012
505,637.072,623.559,656.519,568.708
506,635.993,623.024,655.959,568.167
507,635.11,622.704,655.594,568.025
508,634.567,621.782,655.41,567.232
509,634.165,621.368,655.479,566.692
510,633.835,621.305,655.235,566.504
511,633.701,621.354,655.068,566.601
512,633.584,621.862,654.918,567.555
513,634.256,621.134,655.468,566.508
514,634.666,621.408,655.811,566.573
515,635.362,621.926,655.36,567.034
516,636.243,622.262,655.847,567.482
517,638.385,623.186,656.761,568.123
518,639.511,624.041,657.047,568.772
519,640.713,625.091,657.764,569.893
520,642.051,625.987,658.807,570.436
521,645.451,627.59,662.461,571.607
522,647.684,627.382,665.831,570.702
523,649.955,627.564,670.645,570.612
524,652.572,626.239,677.204,567.819
525,655.265,625.638,684.255,566.986
526,657.752,624.299,693.442,566.158
527,660.24,622.904,703.006,566.865
528,662.556,620.211,713.603,569.647
529,665.22,613.714,730.563,577.392
530,672.541,613.012,743.106,592.603
531,686.466,612.745,755.358,609.33
532,694.492,615.061,769.794,627.128
533,704.201,616.793,778.086,641.357
534,708.844,620.284,781.84,649.069
535,710.453,622.858,783.74,664.99
536,717.292,614.999,777.941,685.793
537,721.895,606.506,768.774,694.784
538,725.01,602.751,763.262,697.322
539,730.744,597.652,752.195,696.989
540,733.729,598.773,744.762,698.795
541,736.669,596.028,732.531,694.152
542,736.899,591.88,731.378,682.464
543,730.883,573.05,739.383,643.806
544,730.166,571.088,738.621,639.546
545,730.222,571.242,734.17,639.731
546,736.701,599.32,674.627,670.512
547,733.897,602.437,651.739,664.611
548,729.259,603.63,646.785,650.51
549,722.168,605.573,640.593,643.655
550,714.037,609.773,635.124,642.588
551,711.549,612.694,633.186,643.532
552,707.688,613.869,631.163,644.796
553,702.174,617.346,627.394,649.003
554,700.112,614.646,623.321,654.748
555,693.7,613.755,621.088,658.205
556,684.24,614.218,616.765,666.086
557,675.436,617.88,611.582,675.556
558,665.614,619.991,608.271,685.235
559,664.164,618.948,608.73,689.23
560,660.335,611.713,611.394,695.606
561,657.598,608.08,613.479,697.76
562,652.506,600.16,618.617,699.719
563,644.154,595.797,627.204,700.546
564,639.542,594.233,634.175,697.558
565,637.895,592.534,637.343,694.552
566,635.287,589.863,640.407,684.597
567,637.586,580.0,636.461,666.434
568,638.492,577.265,634.653,659.156
569,639.99,574.02,632.972,652.788
570,641.244,571.259,631.873,647.803
