cuadro,s1,s2,s3,s4
136,603.404,487.412,683.474,484.659
137,603.221,486.884,683.325,490.403
138,604.124,492.175,683.145,496.622
139,605.028,498.309,682.81,502.494
140,606.757,499.126,682.755,508.138
141,606.147,502.52,681.972,510.359
142,603.583,510.171,681.168,505.83
143,603.399,513.889,683.666,505.718
144,603.56,517.834,689.159,512.778
145,604.847,522.37,695.915,521.014
146,607.084,528.014,703.262,530.28
147,610.472,535.227,709.77,543.361
148,612.119,541.895,714.54,558.684
149,611.257,546.382,715.463,576.539
150,605.951,546.711,697.457,592.102
151,605.549,550.925,691.712,612.913
152,607.085,557.743,691.227,632.216
153,604.841,560.942,678.593,648.633
154,603.349,565.394,663.004,664.425
155,600.426,569.222,643.185,674.7
156,596.466,572.664,620.422,678.456
157,589.791,572.562,602.58,670.754
158,580.606,566.01,597.928,641.231
159,582.996,602.499,520.232,707.005
160,574.814,607.233,506.336,688.931
161,567.973,609.87,495.498,673.856
162,552.44,604.357,486.568,661.728
163,537.467,610.347,467.758,653.014
164,527.01,609.043,452.011,643.633
165,520.551,600.088,442.667,635.049
166,513.09,592.091,432.925,627.573
167,505.019,586.0,418.885,619.913
168,498.039,579.234,405.716,611.516
169,493.94,569.137,401.502,604.404
170,489.161,561.65,392.505,596.685
171,485.531,553.895,385.178,589.45
172,481.511,547.429,376.001,582.053
173,477.502,541.236,367.661,574.844
174,474.956,534.423,361.514,567.746
175,472.007,528.22,355.749,561.219
176,469.803,522.034,351.558,554.867
177,468.569,515.903,349.216,548.831
178,467.465,510.111,348.522,542.777
179,467.282,504.676,349.101,536.984
180,467.175,499.639,350.248,531.527
181,466.593,494.998,350.986,527.096
182,465.278,490.547,351.544,523.811
183,465.288,486.517,353.592,520.004
184,467.486,483.268,358.361,514.208
185,466.73,479.971,360.213,511.88
186,468.483,477.306,364.182,507.705
187,470.817,475.489,368.549,503.917
188,472.776,473.969,372.995,500.057
189,474.852,472.896,377.381,497.634
190,476.143,471.981,381.034,496.129
191,475.93,470.867,383.632,496.343
192,478.865,471.161,388.652,494.095
193,479.63,471.052,391.853,494.908
194,478.611,470.673,392.607,497.81
195,480.028,471.47,395.883,497.89
196,480.498,472.358,398.501,499.5
197,481.025,473.415,401.218,501.253
198,481.938,474.95,403.977,502.981
199,481.276,476.358,406.015,506.365
200,482.617,478.604,408.842,509.253
201,482.3,480.66,411.014,513.362
202,482.58,483.138,413.368,517.496
203,481.897,485.655,415.305,522.59
204,483.527,488.782,417.644,526.785
205,484.562,491.966,419.29,530.698
206,486.1,495.295,421.012,534.248
207,486.266,498.845,422.457,540.203
208,485.966,502.544,424.857,548.414
209,485.085,506.756,427.602,557.777
210,485.345,511.188,431.187,567.54
211,484.802,516.24,435.076,578.15
212,484.156,521.958,439.557,589.801
213,483.546,528.326,445.25,602.969
214,482.097,536.18,451.774,617.818
215,483.283,543.494,458.069,630.676
216,486.198,550.448,464.552,642.099
217,488.963,558.368,472.067,655.459
218,493.438,566.265,479.544,668.08
219,499.174,574.158,486.948,680.05
220,506.757,581.056,494.015,690.297
221,515.09,588.361,500.732,698.702
222,523.707,595.92,507.609,704.34
223,532.026,608.73,511.762,713.411
224,548.451,601.019,515.693,714.126
225,562.462,609.639,515.742,721.639
226,573.942,609.92,518.244,719.9
227,582.417,604.066,524.207,713.32
228,582.245,568.664,589.962,647.674
229,586.362,560.043,605.636,636.308
230,591.855,555.713,613.108,634.154
231,597.135,551.869,619.081,631.994
232,602.27,548.124,623.811,630.611
233,605.007,542.698,630.132,626.236
234,606.885,536.796,638.74,619.501
235,606.912,530.034,648.957,610.441
236,608.63,524.964,658.272,602.204
237,609.776,520.452,666.675,593.24
238,612.412,516.736,674.307,585.982
239,614.44,513.081,682.254,577.939
240,616.906,509.815,689.978,569.534
241,614.167,506.12,695.56,555.587
242,611.398,503.05,698.839,540.245
243,615.149,500.885,706.155,537.697
244,621.601,499.11,716.384,538.421
245,629.822,495.917,737.085,535.589
246,632.08,494.766,743.836,528.427
247,631.604,494.182,748.049,519.899
248,632.937,493.86,752.952,511.969
249,632.993,494.03,755.623,503.97
250,632.976,494.678,757.42,496.134
251,632.502,495.59,755.778,488.971
252,632.446,496.86,754.492,482.522
253,632.17,498.334,750.87,477.381
254,631.35,499.946,745.881,473.478
255,629.994,501.646,739.917,470.908
256,630.015,503.64,734.045,469.21
257,626.131,505.376,725.737,470.787
258,622.963,507.073,717.698,473.438
259,618.95,508.572,709.149,477.805
260,613.658,509.629,700.316,484.636
261,608.314,510.548,691.94,491.548
262,604.233,511.57,684.46,498.061
263,603.936,513.715,680.428,511.232
264,604.58,514.473,678.552,529.509
265,606.914,513.859,676.697,542.422
266,605.158,519.767,674.578,552.244
267,603.555,523.886,671.494,560.861
268,601.295,524.399,666.04,568.655
269,599.837,529.574,660.144,576.16
270,596.904,536.288,653.18,582.45
271,593.824,543.084,644.814,588.182
272,589.13,548.486,636.054,594.773
273,587.111,548.144,623.651,600.415
274,578.29,556.59,616.24,607.119
275,569.544,567.032,610.856,614.55
276,513.167,631.464,593.047,592.476
277,508.725,648.99,587.168,596.457
278,505.002,665.912,580.135,601.027
279,502.589,681.101,572.953,607.032
280,501.733,693.913,566.717,610.362
281,504.431,701.097,551.759,603.432
282,506.143,706.309,537.619,605.523
283,507.25,708.39,527.878,603.82
284,508.757,702.567,519.622,594.031
285,507.76,693.228,511.997,586.273
286,502.329,675.412,506.73,576.469
287,494.891,656.894,503.893,566.047
288,487.674,640.292,501.406,557.519
289,481.697,626.588,500.172,550.161
290,476.246,613.601,499.702,543.344
291,471.862,601.549,499.887,537.289
292,468.649,589.567,500.971,531.42
293,448.54,577.046,502.198,550.66
294,442.503,569.238,500.098,545.521
295,438.635,561.599,500.065,538.569
296,435.374,554.885,499.844,530.849
297,431.309,549.109,497.633,523.762
298,427.92,543.72,495.728,516.957
299,426.41,538.542,493.376,511.355
300,426.056,532.982,491.389,505.202
301,425.79,527.938,488.792,499.432
302,424.319,524.354,484.538,494.895
303,423.317,520.418,481.327,491.114
304,422.69,516.459,478.59,486.818
305,430.511,492.556,493.603,508.043
306,426.079,488.687,491.194,507.988
307,421.696,484.99,488.687,508.216
308,417.268,484.217,487.071,508.348
309,412.449,482.532,484.51,508.938
310,407.476,481.265,482.388,509.577
311,402.441,480.376,480.532,510.428
312,397.199,480.325,478.638,511.591
313,392.246,482.471,477.332,512.79
314,387.225,485.336,476.106,514.306
315,382.187,488.918,474.963,516.072
316,378.041,494.414,474.6,517.902
317,374.289,501.139,474.555,519.776
318,370.565,508.357,474.256,522.143
319,366.852,516.443,473.402,525.024
320,366.196,526.816,474.682,527.244
321,363.88,536.801,474.368,530.474
322,364.969,548.376,476.173,532.83
323,365.658,560.275,476.525,536.29
324,367.91,572.685,477.722,539.529
325,373.648,585.414,480.417,541.846
326,375.179,599.088,480.471,546.51
327,382.128,612.605,482.459,549.935
328,391.247,625.455,485.105,553.017
329,400.58,638.983,486.951,557.387
330,412.704,649.722,489.843,561.083
331,425.684,660.849,492.655,565.489
332,440.124,670.464,496.287,569.741
333,455.844,678.222,500.576,573.728
334,472.151,686.835,504.961,578.691
335,488.99,692.85,510.127,583.238
336,506.467,697.623,515.724,588.353
337,516.871,685.212,522.938,588.439
338,523.668,647.764,530.886,578.619
339,584.47,736.925,534.377,611.134
340,591.35,723.182,547.028,605.544
341,597.837,704.927,555.045,601.387
342,609.509,698.503,569.971,604.366
343,622.927,693.088,575.532,599.618
344,636.076,687.067,581.655,592.783
345,647.61,679.354,586.872,584.445
346,658.628,671.626,592.684,578.179
347,669.939,664.77,598.498,573.223
348,679.587,656.754,602.57,566.861
349,688.605,649.045,606.93,561.504
350,697.605,641.62,610.795,556.52
351,706.424,634.076,613.806,551.365
352,717.236,627.713,618.275,547.683
353,721.906,616.368,619.575,541.696
354,718.625,600.49,617.078,533.938
355,716.235,587.067,615.355,528.104
356,719.682,578.052,617.632,524.853
357,723.416,570.156,619.222,521.61
358,733.053,566.815,624.292,519.754
359,740.198,562.418,627.85,517.376
360,745.467,557.703,630.094,514.858
361,748.527,551.704,631.188,512.356
362,750.285,545.668,631.696,510.183
363,750.968,539.619,631.031,508.056
364,752.568,534.593,631.603,506.538
365,753.709,529.959,631.544,505.192
366,755.292,526.105,632.609,504.279
367,755.429,522.407,631.75,503.624
368,756.361,519.436,632.122,503.34
369,756.426,517.084,632.008,503.356
370,757.105,515.282,632.748,503.866
371,757.205,514.051,632.658,504.501
372,756.509,513.128,631.784,505.539
373,755.747,513.12,631.409,506.895
374,755.857,513.508,631.804,508.674
375,754.343,514.619,630.571,510.491
376,753.397,516.376,630.926,512.907
377,750.714,518.89,629.121,515.147
378,749.181,521.733,628.83,518.106
379,746.777,525.408,627.742,521.202
380,743.725,529.731,626.482,524.29
381,738.683,535.109,622.767,526.709
382,734.994,540.546,620.8,529.965
383,729.959,546.878,617.427,532.722
384,725.603,553.318,615.668,536.983
385,722.261,559.807,615.113,542.456
386,716.123,567.585,612.365,546.508
387,712.132,574.649,610.997,551.735
388,707.667,582.112,609.279,557.576
389,710.844,586.23,611.327,568.493
390,682.048,601.997,598.963,562.364
391,653.12,612.822,590.109,558.649
392,635.572,622.113,585.755,561.208
393,640.65,630.515,583.588,570.38
394,645.124,640.767,581.513,582.797
395,650.628,651.44,579.147,597.221
396,642.229,663.082,575.066,605.213
397,629.693,675.228,570.455,608.913
398,612.313,683.333,556.374,600.42
399,603.534,699.333,550.373,604.121
400,592.434,720.146,540.706,609.167
401,536.716,652.531,534.692,584.473
402,524.298,674.558,530.464,591.306
403,513.038,705.453,524.754,598.362
404,493.058,699.275,521.451,593.117
405,474.284,691.007,517.942,589.525
406,457.994,680.126,514.14,586.264
407,443.568,667.837,510.791,582.505
408,430.145,655.118,507.102,579.583
409,420.435,641.888,502.996,577.179
410,411.427,628.363,499.134,574.19
411,403.816,614.648,495.518,570.61
412,403.282,601.039,494.097,564.663
413,400.491,588.892,491.628,560.471
414,400.014,577.94,491.166,554.472
415,398.606,567.456,489.343,550.677
416,396.453,556.764,486.529,547.987
417,397.471,548.354,486.629,543.12
418,398.56,541.118,486.146,539.204
419,399.281,533.688,485.511,535.892
420,399.509,526.623,484.005,533.301
421,401.537,521.503,484.97,529.674
422,402.37,516.031,483.928,527.569
423,404.741,512.599,485.271,524.519
424,406.306,508.589,485.328,522.495
425,408.094,505.824,485.815,520.651
426,409.918,503.404,486.264,519.054
427,411.493,501.192,486.095,517.974
428,413.498,499.746,486.946,516.829
429,415.602,499.171,488.193,515.817
430,417.286,498.512,488.172,515.554
431,419.308,498.168,489.074,515.182
432,421.51,499.755,490.713,514.802
433,423.57,501.337,491.494,514.953
434,426.094,503.369,492.992,515.008
435,428.555,506.213,494.35,515.456
436,425.811,531.058,473.959,493.35
437,427.166,534.16,475.482,495.691
438,428.212,538.746,476.441,498.833
439,430.734,542.234,479.367,502.046
440,431.809,548.088,479.346,505.741
441,434.632,552.524,481.565,508.806
442,437.307,558.17,483.635,512.743
443,440.643,563.786,486.168,516.343
444,444.548,569.279,488.919,519.844
445,449.162,574.981,492.288,523.319
446,453.967,581.289,495.277,527.476
447,458.929,588.127,498.052,532.044
448,465.416,593.767,501.605,536.02
449,471.708,600.52,504.775,541.236
450,478.883,606.754,509.091,546.052
451,487.048,611.848,514.102,549.989
452,495.143,617.945,517.976,556.199
453,504.35,622.961,523.066,561.47
454,513.283,628.132,527.713,568.093
455,523.414,630.261,531.413,571.524
456,531.489,634.36,535.675,575.001
457,542.844,631.587,550.162,567.987
458,554.639,627.275,563.617,563.971
459,572.786,626.399,575.039,560.944
460,578.967,625.676,580.957,558.924
461,587.217,623.118,583.624,559.822
462,596.393,620.856,585.196,560.301
463,606.191,616.905,585.343,560.25
464,615.385,610.708,585.581,555.092
465,621.312,606.991,591.535,549.087
466,627.932,604.04,594.116,545.796
467,635.5,599.864,597.178,543.018
468,649.296,578.078,592.171,542.225
469,659.792,565.428,595.66,541.462
470,670.243,555.461,600.216,541.396
471,679.301,548.796,603.588,540.352
472,686.867,544.075,605.093,537.994
473,693.765,539.314,605.471,534.79
474,702.061,534.641,608.968,533.765
475,709.066,531.696,611.34,531.685
476,715.488,529.86,613.54,530.065
477,723.207,527.961,618.006,529.71
478,728.648,527.767,620.093,528.357
479,734.166,528.194,622.483,527.13
480,737.934,530.139,623.3,525.427
481,742.944,532.04,626.166,524.834
482,744.849,535.523,626.059,523.245
483,747.978,539.305,627.548,522.594
484,749.041,543.841,627.869,521.689
485,749.474,549.068,628.639,521.149
486,748.626,554.68,628.632,520.857
487,747.226,560.623,628.84,520.838
488,742.009,565.033,627.628,520.678
489,733.129,567.315,624.346,520.335
490,724.93,569.714,620.6,520.068
491,719.71,574.403,618.903,520.678
492,716.108,580.768,618.414,522.199
493,714.756,590.187,619.61,524.703
494,710.471,597.481,618.308,526.558
495,705.01,605.023,617.843,529.153
496,698.561,614.255,616.651,531.892
497,692.256,622.971,616.006,535.653
498,685.742,630.86,615.723,540.086
499,678.605,639.05,615.152,544.944
500,670.766,646.986,613.416,549.297
501,662.395,653.931,611.24,553.64
502,654.087,662.696,609.729,559.391
503,644.943,670.044,605.939,563.739
504,635.343,676.052,601.5,567.87
505,625.427,683.146,597.641,573.536
506,615.068,690.144,593.212,579.959
507,604.89,695.403,587.343,585.097
508,594.411,700.444,582.008,592.704
509,587.933,700.252,575.879,597.844
510,580.833,694.667,570.423,600.613
511,558.458,635.906,554.435,572.185
512,547.221,638.531,549.396,574.696
513,530.588,665.827,535.162,587.978
514,522.382,693.105,528.798,597.827
515,516.067,698.104,521.804,593.779
516,507.903,699.602,514.998,590.002
517,496.456,693.921,509.403,584.196
518,485.331,687.214,504.37,578.423
519,474.505,680.861,499.481,573.63
520,464.013,674.847,495.269,568.82
521,453.753,668.716,491.407,564.388
522,443.894,661.119,488.751,559.41
523,434.167,655.511,485.504,555.675
524,424.795,649.479,483.145,551.908
525,416.374,641.056,482.126,547.509
526,407.815,635.047,479.779,544.601
527,399.769,628.994,477.864,541.869
528,392.754,620.88,476.801,539.048
529,385.541,614.352,475.291,536.862
530,378.985,607.483,474.463,534.73
